Row	Column	Assay	Sample		Conc	Ct	Tm	Expected Tm	R2	Chi2	Straight R2	Efficiency	Multiple peaks	Outlier	Multimodal melt peaks	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Tm minus mean	Ct minus mean
20	70	AY147	8B-rep2														LowEfficiency. CtIsLarge. CurveFitFailed																	
20	71	AY147	8B-rep3														NoAmplification																	
29	60	AY148	1A-rep1														NoAmplification																	
29	61	AY148	1A-rep2														NoAmplification																	
29	62	AY148	1A-rep3														NoAmplification																	
29	66	AY148	5B-rep1														NoAmplification																	
29	67	AY148	5B-rep2														NoAmplification																	
29	68	AY148	5B-rep3														NoAmplification																	
29	69	AY148	8B-rep1														NoAmplification																	
29	70	AY148	8B-rep2														CtIsLarge. MultipleMeltPeaks																	
29	71	AY148	8B-rep3														CtIsLarge. MultipleMeltPeaks																	
38	60	AY149	1A-rep1														NoAmplification																	
38	61	AY149	1A-rep2		-1	29.79418	72.63187		0.9999471	8725.334	0.5842558	1.981729	FALSE	FALSE	FALSE	3.11E-07	CtIsLarge									3	1583.204	1.342146	32.56173	10682.81	7.534088	7.747591		
38	62	AY149	1A-rep3														NoAmplification																	
38	66	AY149	5B-rep1														NoAmplification																	
38	67	AY149	5B-rep2														NoAmplification																	
38	68	AY149	5B-rep3														NoAmplification																	
38	69	AY149	8B-rep1														NoAmplification																	
38	70	AY149	8B-rep2		-1	31.46829	72.50787		0.9996692	81135.37	0.5621285	1.669954	FALSE	FALSE	FALSE	3.30E-05	LowEfficiency. CtIsLarge									10	5430.143	1.749128	34.77182	14208.17	18.81057	3.616537		
38	71	AY149	8B-rep3		-1	28.58336	72.96899		0.9999733	6905.129	0.6543665	1.931422	FALSE	FALSE	FALSE	2.03E-06										6	5264.067	1.390248	31.41426	13200.55	11.93455	3.507671		
54	24	AY15	1A-rep1														NoAmplification																	
54	25	AY15	1A-rep2														NoAmplification																	
54	26	AY15	1A-rep3														NoAmplification																	
54	30	AY15	5B-rep1														NoAmplification																	
54	31	AY15	5B-rep2														NoAmplification																	
54	32	AY15	5B-rep3														NoAmplification																	
54	33	AY15	8B-rep1														NoAmplification																	
54	34	AY15	8B-rep2														NoAmplification																	
54	35	AY15	8B-rep3														NoAmplification																	
47	60	AY150	1A-rep1														NoAmplification																	
47	61	AY150	1A-rep2														NoAmplification																	
47	62	AY150	1A-rep3														NoAmplification																	
47	66	AY150	5B-rep1														NoAmplification																	
47	67	AY150	5B-rep2														NoAmplification																	
47	68	AY150	5B-rep3														NoAmplification																	
47	69	AY150	8B-rep1														NoAmplification																	
47	70	AY150	8B-rep2														NoAmplification																	
47	71	AY150	8B-rep3														NoAmplification																	
56	60	AY151	1A-rep1														NoAmplification																	
56	61	AY151	1A-rep2														NoAmplification																	
56	62	AY151	1A-rep3														NoAmplification																	
56	66	AY151	5B-rep1		-1	28.23614	80.74579		0.9999567	13241.54	0.6665581	1.911877	FALSE	FALSE	FALSE	3.69E-06										11	5777.029	1.410285	31.09342	13870.86	11.50566	3.401037		
56	67	AY151	5B-rep2		-1	27.46221	80.78486		0.9999455	15089.8	0.6877578	1.899912	FALSE	FALSE	FALSE	7.57E-06										16	7895.249	1.422956	30.33618	13744.88	0.6195508	2.740905		
56	68	AY151	5B-rep3		-1	28.47453	80.76695		0.9999729	6536.259	0.6556608	1.919447	FALSE	FALSE	FALSE	2.55E-06										9	8866.816	1.402429	31.32147	12770.92	-0.05255195	2.440305		
56	69	AY151	8B-rep1														NoAmplification																	
56	70	AY151	8B-rep2														NoAmplification																	
56	71	AY151	8B-rep3														NoAmplification																	
65	60	AY152	1A-rep1		-1	30.80805	75.64468		0.9999709	2723.125	0.5327205	1.913184	FALSE	FALSE	FALSE	3.49E-07	CtIsLarge									10	1702.397	1.408919	33.66354	8308.617	1.585272	5.88054		
65	61	AY152	1A-rep2		-1	31.72244	75.47695		0.9999439	5381.583	0.4886794	1.91633	FALSE	FALSE	FALSE	1.73E-07	CtIsLarge									4	1727.566	1.405648	34.57362	8305.066	1.613768	5.80738		
65	62	AY152	1A-rep3		-1	32.63193	75.30676		0.9999307	7164.939	0.4559624	1.91433	FALSE	FALSE	FALSE	9.53E-08	CtIsLarge									6	1844.3	1.407725	35.48585	8449.328	7.552248	5.58132		
65	66	AY152	5B-rep1		-1	33.64394	75.53799		0.9999516	6673.63	0.4318458	1.946166	FALSE	FALSE	FALSE	3.59E-08	CtIsLarge									5	6019.848	1.375651	36.45562	11596.11	3.195891	2.926313		
65	67	AY152	5B-rep2														CtIsLarge. CurveFitFailed																	
65	68	AY152	5B-rep3		-1	28.85271	77.42183		0.9999482	7265.553	0.6177689	1.947155	FALSE	FALSE	FALSE	1.02E-06										9	9260.85	1.374687	31.66312	10273.42	-11.10035	2.109339		
65	69	AY152	8B-rep1		-1	33.06211	75.72559		0.9999319	12553.07	0.4251079	1.907237	FALSE	FALSE	FALSE	1.16E-07	CtIsLarge									12	6343.351	1.415161	35.92582	12338.39	-13.73526	2.94509		
65	70	AY152	8B-rep2		-1	34.87293	75.02213		0.999963	2210.357	0.3328778	1.971198	FALSE	FALSE	FALSE	8.19E-09	CtIsLarge									8	4030.933	1.351826	37.65322	10229.96	-1.058049	3.537864		
65	71	AY152	8B-rep3		-1	33.92345	75.30675		0.9999608	3301.969	0.3372546	1.923365	FALSE	FALSE	FALSE	3.78E-08	CtIsLarge									7	5373.504	1.39841	36.7651	9903.937	-14.82924	2.843106		
3	12	AY153	1A-rep1														NoAmplification																	
3	13	AY153	1A-rep2														NoAmplification																	
3	14	AY153	1A-rep3														NoAmplification																	
3	18	AY153	5B-rep1														NoAmplification																	
3	19	AY153	5B-rep2														NoAmplification																	
3	20	AY153	5B-rep3														NoAmplification																	
3	21	AY153	8B-rep1														NoAmplification																	
3	22	AY153	8B-rep2														NoAmplification																	
3	23	AY153	8B-rep3														NoAmplification																	
12	12	AY154	1A-rep1														NoAmplification																	
12	13	AY154	1A-rep2		-1	34.64735	74.0978		0.9999864	716.6151	0.3688495	1.906157	FALSE	FALSE	FALSE	2.89E-08	CtIsLarge									9	1330.401	1.416303	37.51257	9209.162	6.859231	7.922094		
12	14	AY154	1A-rep3														CurveFitFailed																	
12	18	AY154	5B-rep1		-1	30.26791	75.01125		0.9998848	16496.93	0.5664638	1.774531	FALSE	FALSE	FALSE	7.03E-06	LowEfficiency. CtIsLarge									5	8363.862	1.57793	33.34598	10584.55	-33.55692	2.26551		
12	19	AY154	5B-rep2														NoAmplification																	
12	20	AY154	5B-rep3														NoAmplification																	
12	21	AY154	8B-rep1														CtIsLarge. CurveFitFailed																	
12	22	AY154	8B-rep2		-1	30.14615	75.43842		0.9999159	20465.2	0.5727068	1.883897	FALSE	FALSE	FALSE	1.38E-06	CtIsLarge									10	7228.877	1.440424	33.04313	12673.24	-16.45453	2.753141		
12	23	AY154	8B-rep3														NoAmplification																	
21	12	AY155	1A-rep1														NoAmplification																	
21	13	AY155	1A-rep2														NoAmplification																	
21	14	AY155	1A-rep3														NoAmplification																	
21	18	AY155	5B-rep1														NoAmplification																	
21	19	AY155	5B-rep2														NoAmplification																	
21	20	AY155	5B-rep3														NoAmplification																	
21	21	AY155	8B-rep1														NoAmplification																	
21	22	AY155	8B-rep2														NoAmplification																	
21	23	AY155	8B-rep3														NoAmplification																	
30	12	AY156	1A-rep1														NoAmplification																	
30	13	AY156	1A-rep2														NoAmplification																	
30	14	AY156	1A-rep3														NoAmplification																	
30	18	AY156	5B-rep1														NoAmplification																	
30	19	AY156	5B-rep2		-1	33.85791	77.2159		0.999734	20991.7	0.4304621	1.941492	FALSE	FALSE	FALSE	2.68E-08	CtIsLarge									9	9033.009	1.380231	36.67561	9291.002	-7.388477	2.028561		
30	20	AY156	5B-rep3														NoAmplification																	
30	21	AY156	8B-rep1														NoAmplification																	
30	22	AY156	8B-rep2														NoAmplification																	
30	23	AY156	8B-rep3														NoAmplification																	
39	12	AY157	1A-rep1														NoAmplification																	
39	13	AY157	1A-rep2														NoAmplification																	
39	14	AY157	1A-rep3														NoAmplification																	
39	18	AY157	5B-rep1		-1	29.43132	83.11912		0.9999674	6704.265	0.6301807	1.912468	FALSE	FALSE	FALSE	1.33E-06										11	9164.565	1.409666	32.28779	11800.4	-4.533748	2.287612		
39	19	AY157	5B-rep2														LowEfficiency. CtIsLarge. CurveFitFailed																	
39	20	AY157	5B-rep3														NoAmplification																	
39	21	AY157	8B-rep1														NoAmplification																	
39	22	AY157	8B-rep2														CtIsLarge. CurveFitFailed																	
39	23	AY157	8B-rep3														NoAmplification																	
48	12	AY158	1A-rep1														NoAmplification																	
48	13	AY158	1A-rep2														NoAmplification																	
48	14	AY158	1A-rep3														NoAmplification																	
48	18	AY158	5B-rep1		-1	23.70982	82.86134		0.9992978	82595.45	0.7904051	1.870965	FALSE	FALSE	FALSE	0.000108256										4	9272.335	1.454972	26.62596	9594.769	-18.60401	2.034774		
48	19	AY158	5B-rep2		-1	23.31672	82.79938		0.9995928	43035.38	0.8020651	1.943306	FALSE	FALSE	FALSE	4.90E-05										10	8193.016	1.378448	26.13208	8388.251	-14.54328	2.023829		
48	20	AY158	5B-rep3		-1	24.6084	82.78734		0.9998132	35781.23	0.7774136	1.963483	FALSE	FALSE	FALSE	1.99E-05										7	6270.319	1.359045	27.39821	11302.94	7.906206	2.802609		
48	21	AY158	8B-rep1														NoAmplification																	
48	22	AY158	8B-rep2		-1	29.02653	82.18398		0.9994789	91496.36	0.5913111	1.759273	FALSE	FALSE	FALSE	2.16E-05	LowEfficiency									12	6709.51	1.600098	32.13379	11403.4	-32.35201	2.699588		
48	23	AY158	8B-rep3														NoAmplification																	
57	12	AY159	1A-rep1														NoAmplification																	
57	13	AY159	1A-rep2		-1	30.63085	78.2625		0.999985	1934.771	0.5516429	1.912882	FALSE	FALSE	FALSE	4.53E-07	CtIsLarge									7	1458.871	1.409234	33.48676	9462.471	7.171942	7.486162		
57	14	AY159	1A-rep3														NoAmplification																	
57	18	AY159	5B-rep1		-1	16.17039	78.66576		0.9999629	8314.454	0.8411965	1.922945	FALSE	FALSE	FALSE	0.01406451										5	10107.92	1.398839	19.01261	11244.17	52.63697	2.112412		
57	19	AY159	5B-rep2		-1	16.42611	78.63764		0.9999442	11864.35	0.8452359	1.928631	FALSE	FALSE	FALSE	0.01106865										3	8257.139	1.39306	19.26071	11187.53	56.6613	2.354892		
57	20	AY159	5B-rep3		-1	17.43762	78.54108		0.9999853	3750.761	0.8460875	1.953512	FALSE	FALSE	FALSE	0.004745324										15	4858.088	1.368536	20.23992	12567.5	31.56346	3.586923		
57	21	AY159	8B-rep1		-1	24.03091	78.45999		0.9999892	2422.794	0.7833675	1.945811	FALSE	FALSE	FALSE	4.38E-05										7	4921.068	1.375997	26.84304	13000.99	10.96276	3.641904		
57	22	AY159	8B-rep2		-1	23.28162	78.61887		0.9999801	6373.725	0.7984448	1.936962	FALSE	FALSE	FALSE	9.21E-05										8	6228.898	1.384712	26.10522	14188.91	7.260269	3.277917		
57	23	AY159	8B-rep3		-1	23.03557	78.6215		0.9999782	4855.031	0.8023655	1.956739	FALSE	FALSE	FALSE	7.93E-05										18	8795.273	1.365444	25.83381	13056.08	0.3646516	2.484442		
63	24	AY16	1A-rep1														NoAmplification																	
63	25	AY16	1A-rep2														NoAmplification																	
63	26	AY16	1A-rep3														NoAmplification																	
63	30	AY16	5B-rep1														NoAmplification																	
63	31	AY16	5B-rep2														NoAmplification																	
63	32	AY16	5B-rep3														NoAmplification																	
63	33	AY16	8B-rep1														NoAmplification																	
63	34	AY16	8B-rep2														NoAmplification																	
63	35	AY16	8B-rep3														NoAmplification																	
66	12	AY160	1A-rep1														NoAmplification																	
66	13	AY160	1A-rep2														NoAmplification																	
66	14	AY160	1A-rep3														NoAmplification																	
66	18	AY160	5B-rep1														NoAmplification																	
66	19	AY160	5B-rep2														NoAmplification																	
66	20	AY160	5B-rep3														NoAmplification																	
66	21	AY160	8B-rep1														NoAmplification																	
66	22	AY160	8B-rep2														NoAmplification																	
66	23	AY160	8B-rep3														NoAmplification																	
3	24	AY161	1A-rep1														NoAmplification																	
3	25	AY161	1A-rep2														NoAmplification																	
3	26	AY161	1A-rep3														NoAmplification																	
3	30	AY161	5B-rep1														NoAmplification																	
3	31	AY161	5B-rep2														NoAmplification																	
3	32	AY161	5B-rep3														NoAmplification																	
3	33	AY161	8B-rep1														NoAmplification																	
3	34	AY161	8B-rep2														NoAmplification																	
3	35	AY161	8B-rep3														NoAmplification																	
12	24	AY162	1A-rep1														NoAmplification																	
12	25	AY162	1A-rep2														NoAmplification																	
12	26	AY162	1A-rep3														NoAmplification																	
12	30	AY162	5B-rep1														NoAmplification																	
12	31	AY162	5B-rep2		-1	31.13527	86.27141		0.9999278	9706.714	0.4947761	1.852479	FALSE	FALSE	FALSE	9.09E-07	CtIsLarge									18	10081.21	1.476494	34.07975	9612.269	-20.1472	1.953483		
12	32	AY162	5B-rep3		-1	29.60018	86.23791		0.9998226	15289.73	0.5231925	1.816322	FALSE	FALSE	FALSE	4.28E-06	CtIsLarge. SaturationBaselineRatioIsLow									10	11016.36	1.521256	32.60361	8685.205	-48.00319	1.788392		
12	33	AY162	8B-rep1														NoAmplification																	
12	34	AY162	8B-rep2														NoAmplification																	
12	35	AY162	8B-rep3														NoAmplification																	
21	24	AY163	1A-rep1														NoAmplification																	
21	25	AY163	1A-rep2														NoAmplification																	
21	26	AY163	1A-rep3														NoAmplification																	
21	30	AY163	5B-rep1		-1	28.27742	85.63939		0.9995952	49224.3	0.6443198	1.688511	FALSE	FALSE	FALSE	0.000104337	LowEfficiency									10	6520.714	1.715126	31.53617	10088.96	-20.19915	2.547217		
21	31	AY163	5B-rep2		-1	27.34802	85.70312		0.9996334	49803.39	0.6746522	1.73823	FALSE	FALSE	FALSE	8.04E-05	LowEfficiency									11	6989.93	1.632103	30.49743	10479.76	-22.54651	2.499266		
21	32	AY163	5B-rep3		-1	28.00288	85.61025		0.9992505	78375.12	0.6495541	1.667847	FALSE	FALSE	FALSE	0.000161493	LowEfficiency									12	7106.325	1.753103	31.31164	9224.821	-24.98707	2.298114		
21	33	AY163	8B-rep1														NoAmplification																	
21	34	AY163	8B-rep2														NoAmplification																	
21	35	AY163	8B-rep3		-1	33.28152	84.99915		0.9993052	26682.88	0.4124726	1.607407	FALSE	FALSE	FALSE	2.30E-05	LowEfficiency. CtIsLarge									10	4633.82	1.878365	36.75525	7247.955	-16.27517	2.564142		
30	24	AY164	1A-rep1														NoAmplification																	
30	25	AY164	1A-rep2														NoAmplification																	
30	26	AY164	1A-rep3														NoAmplification																	
30	30	AY164	5B-rep1		-1	23.55318	79.14116		0.9993606	88886.71	0.7925596	1.860818	FALSE	FALSE	FALSE	0.000143974										13	8328.396	1.466677	26.48473	10014.25	-0.806673	2.202423		
30	31	AY164	5B-rep2		-1	22.9259	79.19604		0.9996021	53067.29	0.8095558	1.972116	FALSE	FALSE	FALSE	5.40E-05										5	9475.416	1.350975	25.70507	9910.237	-0.999441	2.045889		
30	32	AY164	5B-rep3		-1	23.74614	79.00527		0.9988434	87884.8	0.7669805	1.526073	FALSE	FALSE	FALSE	0.01738895	LowEfficiency									9	9427.561	2.09044	27.49916	8980.484	-56.16236	1.952578		
30	33	AY164	8B-rep1		-1	29.6141	79.31527		0.9998232	26006.57	0.5636076	1.855912	FALSE	FALSE	FALSE	2.67E-06	CtIsLarge									10	8453.95	1.472431	32.55323	10674.16	-22.11792	2.262624		
30	34	AY164	8B-rep2														NoAmplification																	
30	35	AY164	8B-rep3														NoAmplification																	
39	24	AY165	1A-rep1														NoAmplification																	
39	25	AY165	1A-rep2														NoAmplification																	
39	26	AY165	1A-rep3														NoAmplification																	
39	30	AY165	5B-rep1														CtIsLarge. CurveFitFailed																	
39	31	AY165	5B-rep2														NoAmplification																	
39	32	AY165	5B-rep3														CtIsLarge. CurveFitFailed																	
39	33	AY165	8B-rep1														NoAmplification																	
39	34	AY165	8B-rep2														NoAmplification																	
39	35	AY165	8B-rep3														NoAmplification																	
48	24	AY166	1A-rep1														NoAmplification																	
48	25	AY166	1A-rep2														NoAmplification																	
48	26	AY166	1A-rep3														NoAmplification																	
48	30	AY166	5B-rep1														NoAmplification																	
48	31	AY166	5B-rep2														NoAmplification																	
48	32	AY166	5B-rep3														NoAmplification																	
48	33	AY166	8B-rep1														NoAmplification																	
48	34	AY166	8B-rep2														NoAmplification																	
48	35	AY166	8B-rep3														NoAmplification																	
57	24	AY167	1A-rep1														NoAmplification																	
57	25	AY167	1A-rep2														NoAmplification																	
57	26	AY167	1A-rep3														NoAmplification																	
57	30	AY167	5B-rep1		-1	17.87127	80.19109		0.9999786	5583.996	0.8423488	1.995726	FALSE	FALSE	FALSE	0.002436073										12	6760.189	1.329579	20.62227	13266.69	29.0649	2.962473		
57	31	AY167	5B-rep2		-1	17.90974	80.14133		0.9999757	5767.689	0.8466136	1.991016	FALSE	FALSE	FALSE	0.002369511										12	6833.096	1.33377	20.66626	12702.46	32.42395	2.858962		
57	32	AY167	5B-rep3		-1	18.04665	79.95798		0.9999372	9961.486	0.8567122	1.958958	FALSE	FALSE	FALSE	0.002496113										11	7175.375	1.36333	20.8421	10879.37	12.72132	2.516209		
57	33	AY167	8B-rep1		-1	25.43761	79.56737		0.9999631	8310.33	0.7373969	1.92012	FALSE	FALSE	FALSE	2.14E-05										9	5725.47	1.401736	28.28364	12381.69	-8.659522	3.162563		
57	34	AY167	8B-rep2		-1	26.24666	79.40852		0.9998142	36672.86	0.7050839	1.83998	FALSE	FALSE	FALSE	3.69E-05										10	5367.497	1.491554	29.21097	11805.72	-19.97872	3.199484		
57	35	AY167	8B-rep3		-1	24.99471	79.52773		0.9999595	7088.661	0.7474284	1.948703	FALSE	FALSE	FALSE	1.87E-05										12	6232.591	1.373182	27.80313	11620.53	-6.023878	2.864478		
66	24	AY168	1A-rep1														NoAmplification																	
66	25	AY168	1A-rep2														NoAmplification																	
66	26	AY168	1A-rep3														NoAmplification																	
66	30	AY168	5B-rep1														NoAmplification																	
66	31	AY168	5B-rep2														NoAmplification																	
66	32	AY168	5B-rep3														NoAmplification																	
66	33	AY168	8B-rep1														NoAmplification																	
66	34	AY168	8B-rep2														NoAmplification																	
66	35	AY168	8B-rep3														NoAmplification																	
3	48	AY169	1A-rep1														NoAmplification																	
3	49	AY169	1A-rep2														NoAmplification																	
3	50	AY169	1A-rep3														NoAmplification																	
3	54	AY169	5B-rep1		-1	19.49833	82.21877		0.9999901	3919.159	0.847126	1.951731	FALSE	FALSE	FALSE	0.001366477										16	5648.475	1.370252	22.30289	16010.07	19.83544	3.834405		
3	55	AY169	5B-rep2		-1	19.33365	82.15836		0.9999825	6883.75	0.8534377	1.94775	FALSE	FALSE	FALSE	0.001564196										12	5920.721	1.374108	22.14329	15588.46	24.1919	3.632864		
3	56	AY169	5B-rep3		-1	19.15145	82.13899		0.999954	10984.89	0.8612648	1.965456	FALSE	FALSE	FALSE	0.001286225										14	7369.578	1.357189	21.93881	13478.48	19.11984	2.828935		
3	57	AY169	8B-rep1		-1	28.07266	81.94538		0.9999642	9194.54	0.6457558	1.951956	FALSE	FALSE	FALSE	2.31E-06										17	5393.932	1.370035	30.87694	14170.61	-3.235633	3.62714		
3	58	AY169	8B-rep2		-1	28.74622	81.91114		0.9999707	8113.468	0.619831	1.931914	FALSE	FALSE	FALSE	1.93E-06										8	4762.75	1.389754	31.57647	14233.87	-9.388598	3.988581		
3	59	AY169	8B-rep3		-1	28.41309	81.89301		0.9998049	46470.34	0.6247854	1.876737	FALSE	FALSE	FALSE	5.28E-06										11	4719.293	1.448429	31.32061	12994.88	-17.52309	3.753565		
0	12	AY17	1A-rep1														NoAmplification																	
0	13	AY17	1A-rep2														NoAmplification																	
0	14	AY17	1A-rep3														NoAmplification																	
0	18	AY17	5B-rep1														NoAmplification																	
0	19	AY17	5B-rep2														NoAmplification																	
0	20	AY17	5B-rep3														NoAmplification																	
0	21	AY17	8B-rep1														NoAmplification																	
0	22	AY17	8B-rep2														NoAmplification																	
0	23	AY17	8B-rep3														NoAmplification																	
12	48	AY170	1A-rep1														NoAmplification																	
12	49	AY170	1A-rep2														NoAmplification																	
12	50	AY170	1A-rep3														NoAmplification																	
12	54	AY170	5B-rep1		-1	27.00709	76.45219		0.9993284	127355.5	0.6901689	1.820094	FALSE	FALSE	FALSE	2.87E-05										11	3537.964	1.516412	30.00414	11250.32	-11.86665	4.179885		
12	55	AY170	5B-rep2		-1	25.14499	76.64642		0.9999325	14179.25	0.7538828	2.014879	FALSE	FALSE	FALSE	7.59E-06										7	5948	1.31291	27.87403	12615.69	2.632868	3.120997		
12	56	AY170	5B-rep3		-1	26.82885	76.63035		0.9996876	59356.24	0.6968971	1.950533	FALSE	FALSE	FALSE	4.92E-06										6	6346.393	1.371409	29.63494	11935.73	-15.99429	2.880712		
12	57	AY170	8B-rep1														NoAmplification																	
12	58	AY170	8B-rep2														NoAmplification																	
12	59	AY170	8B-rep3		-1	29.48919	76.51379		0.9986894	184930.3	0.5434707	1.559985	FALSE	FALSE	FALSE	0.000700037	LowEfficiency									9	5767.778	1.994793	33.11625	11349.92	-64.76272	2.967814		
21	48	AY171	1A-rep1														NoAmplification																	
21	49	AY171	1A-rep2														NoAmplification																	
21	50	AY171	1A-rep3														NoAmplification																	
21	54	AY171	5B-rep1		-1	27.04071	76.20874		0.9998416	23201.33	0.6931059	1.956958	FALSE	FALSE	FALSE	3.43E-06										8	5030.077	1.365235	29.83867	10641.91	-2.881217	3.115655		
21	55	AY171	5B-rep2		-1	27.43559	76.22619		0.9998308	38135.67	0.6883856	1.952876	FALSE	FALSE	FALSE	3.10E-06										9	5760.688	1.369148	30.2387	12124.46	1.46545	3.104689		
21	56	AY171	5B-rep3		-1	27.29906	76.12607		0.9990107	90061.23	0.6766832	1.740276	FALSE	FALSE	FALSE	6.51E-05	LowEfficiency									7	6522.473	1.628916	30.44427	8521.563	-19.1699	2.306493		
21	57	AY171	8B-rep1														NoAmplification																	
21	58	AY171	8B-rep2														NoAmplification																	
21	59	AY171	8B-rep3														NoAmplification																	
30	48	AY172	1A-rep1														NoAmplification																	
30	49	AY172	1A-rep2														NoAmplification																	
30	50	AY172	1A-rep3														NoAmplification																	
30	54	AY172	5B-rep1		-1	20.47509	82.04118		0.9999893	3505.97	0.8421325	1.961847	FALSE	FALSE	FALSE	0.000540059										8	4031.136	1.360589	23.26693	14426.1	21.16646	4.57867		
30	55	AY172	5B-rep2		-1	19.3197	82.0621		0.9999455	15028.23	0.8589917	1.963486	FALSE	FALSE	FALSE	0.001095559										13	7292.187	1.359042	22.1095	12733.03	40.50181	2.74612		
30	56	AY172	5B-rep3		-1	19.89222	81.9567		0.9997131	49636.73	0.8612115	1.914056	FALSE	FALSE	FALSE	0.001092273										12	6742.394	1.40801	22.74651	11334.18	9.389338	2.681032		
30	57	AY172	8B-rep1														NoAmplification																	
30	58	AY172	8B-rep2		-1	27.74306	81.64258		0.9992044	111288.2	0.6425264	1.655358	FALSE	FALSE	FALSE	0.000265524	LowEfficiency									11	4466.226	1.777167	31.08352	10474.3	-33.07419	3.345223		
30	59	AY172	8B-rep3		-1	26.27607	81.56738		0.9998908	7885.96	0.6944754	1.823003	FALSE	FALSE	FALSE	2.88E-05										14	4075.577	1.512704	29.26824	7292.75	-18.10589	2.789378		
39	48	AY173	1A-rep1														NoAmplification																	
39	49	AY173	1A-rep2														NoAmplification																	
39	50	AY173	1A-rep3														NoAmplification																	
39	54	AY173	5B-rep1														NoAmplification																	
39	55	AY173	5B-rep2		-1	28.10219	81.72968		0.9999833	3916.943	0.6665938	1.970133	FALSE	FALSE	FALSE	1.63E-06										11	6216.879	1.352816	30.88379	13393.98	7.29987	3.154453		
39	56	AY173	5B-rep3														NoAmplification																	
39	57	AY173	8B-rep1														NoAmplification																	
39	58	AY173	8B-rep2														NoAmplification																	
39	59	AY173	8B-rep3														NoAmplification																	
48	48	AY174	1A-rep1														CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
48	49	AY174	1A-rep2														NoAmplification																	
48	50	AY174	1A-rep3														NoAmplification																	
48	54	AY174	5B-rep1		-1	26.04545	71.83451		0.9998895	30737	0.7291073	2.036122	FALSE	FALSE	FALSE	3.23E-06										9	4814.828	1.295102	28.75105	14143.39	8.364164	3.937465		
48	55	AY174	5B-rep2		-1	25.00361	71.88542		0.9999344	16011.09	0.7610334	2.037345	FALSE	FALSE	FALSE	6.64E-06										12	7807.039	1.294098	27.70788	13213.2	4.217013	2.692472		
48	56	AY174	5B-rep3		-1	26.38796	71.68924		0.9998522	29973.87	0.7114409	1.966339	FALSE	FALSE	FALSE	5.27E-06										10	7511.817	1.356359	29.17423	11559.08	-13.45666	2.538786		
48	57	AY174	8B-rep1														NoAmplification																	
48	58	AY174	8B-rep2														NoAmplification																	
48	59	AY174	8B-rep3														NoAmplification																	
57	48	AY175	1A-rep1														NoAmplification																	
57	49	AY175	1A-rep2														NoAmplification																	
57	50	AY175	1A-rep3														NoAmplification																	
57	54	AY175	5B-rep1														NoAmplification																	
57	55	AY175	5B-rep2														NoAmplification																	
57	56	AY175	5B-rep3		-1	31.2379	72.42996		0.9996167	44123.9	0.5039114	1.895684	FALSE	FALSE	FALSE	3.68E-07	CtIsLarge									11	6235.61	1.42751	34.11787	8818.379	-15.31788	2.414197		
57	57	AY175	8B-rep1														NoAmplification																	
57	58	AY175	8B-rep2														NoAmplification																	
57	59	AY175	8B-rep3														NoAmplification																	
66	48	AY176	1A-rep1														NoAmplification																	
66	49	AY176	1A-rep2														NoAmplification																	
66	50	AY176	1A-rep3														NoAmplification																	
66	54	AY176	5B-rep1		-1	28.97482	79.65828		0.9999871	2754.614	0.6293957	1.923127	FALSE	FALSE	FALSE	1.69E-06										10	5047.122	1.398653	31.81679	12829.63	0.9824499	3.541971		
66	55	AY176	5B-rep2		-1	26.70269	80.16298		0.9999599	7542.996	0.7039044	1.934132	FALSE	FALSE	FALSE	6.76E-06										6	8297.672	1.387532	29.53001	11822.91	-22.23149	2.424846		
66	56	AY176	5B-rep3		-1	27.33982	79.64347		0.9998369	25829.63	0.6679336	1.882918	FALSE	FALSE	FALSE	8.21E-06										12	8381.637	1.441511	30.23823	10584.69	-23.64806	2.262843		
66	57	AY176	8B-rep1														NoAmplification																	
66	58	AY176	8B-rep2														NoAmplification																	
66	59	AY176	8B-rep3														NoAmplification																	
3	36	AY177	1A-rep1														NoAmplification																	
3	37	AY177	1A-rep2														NoAmplification																	
3	38	AY177	1A-rep3														NoAmplification																	
3	42	AY177	5B-rep1		-1	19.22606	83.94928		0.9999211	22583.07	0.8524308	1.893523	FALSE	FALSE	FALSE	0.002591704										19	8565.248	1.429853	22.10912	13454.47	14.05615	2.57082		
3	43	AY177	5B-rep2		-1	19.03835	83.95177		0.9999139	15866.28	0.855755	1.908006	FALSE	FALSE	FALSE	0.002230889										13	9018.946	1.414349	21.90099	11843.1	20.01552	2.313136		
3	44	AY177	5B-rep3		-1	18.89245	83.97415		0.9999095	20483.28	0.8532357	1.934516	FALSE	FALSE	FALSE	0.001985963										16	9351.978	1.387148	21.71927	12529.55	37.2519	2.339775		
3	45	AY177	8B-rep1		-1	27.14452	83.9119		0.9999669	13336.13	0.6858863	1.910504	FALSE	FALSE	FALSE	9.44E-06										17	8282.093	1.411722	30.0037	16032.49	-10.274	2.935802		
3	46	AY177	8B-rep2		-1	28.8925	83.67904		0.9999899	2609.816	0.6206912	1.909604	FALSE	FALSE	FALSE	2.45E-06										15	5839.788	1.412667	31.75293	14134.02	-9.430396	3.420296		
