Row	Column	Assay	Sample		Conc	Ct	Tm	Expected Tm	R2	Chi2	Straight R2	Efficiency	Multiple peaks	Outlier	Multimodal melt peaks	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Tm minus mean	Ct minus mean
32	42	AY276	5B-rep1														CtIsLarge. MultipleMeltPeaks																	
32	43	AY276	5B-rep2														NoAmplification																	
32	44	AY276	5B-rep3														NoAmplification																	
32	45	AY276	8B-rep1														LowEfficiency. CtIsLarge. CurveFitFailed																	
32	46	AY276	8B-rep2														NoAmplification																	
32	47	AY276	8B-rep3														NoAmplification																	
41	36	AY277	1A-rep1														NoAmplification																	
41	37	AY277	1A-rep2														NoAmplification																	
41	38	AY277	1A-rep3														NoAmplification																	
41	42	AY277	5B-rep1														NoAmplification																	
41	43	AY277	5B-rep2														NoAmplification																	
41	44	AY277	5B-rep3														NoAmplification																	
41	45	AY277	8B-rep1														NoAmplification																	
41	46	AY277	8B-rep2														NoAmplification																	
41	47	AY277	8B-rep3														NoAmplification																	
50	36	AY278	1A-rep1														NoAmplification																	
50	37	AY278	1A-rep2														NoAmplification																	
50	38	AY278	1A-rep3														NoAmplification																	
50	42	AY278	5B-rep1														CtIsLarge. CurveFitFailed																	
50	43	AY278	5B-rep2														CtIsLarge. CurveFitFailed																	
50	44	AY278	5B-rep3														LowEfficiency. CtIsLarge. CurveFitFailed																	
50	45	AY278	8B-rep1														CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
50	46	AY278	8B-rep2														NoAmplification																	
50	47	AY278	8B-rep3														NoAmplification																	
59	36	AY279	1A-rep1														NoAmplification																	
59	37	AY279	1A-rep2														NoAmplification																	
59	38	AY279	1A-rep3														NoAmplification																	
59	42	AY279	5B-rep1														CurveFitFailed																	
59	43	AY279	5B-rep2														NoAmplification																	
59	44	AY279	5B-rep3														CtIsLarge. CurveFitFailed																	
59	45	AY279	8B-rep1														NoAmplification																	
59	46	AY279	8B-rep2		-1	32.03198	80.55683		0.9999427	13992.58	0.493272	2.063965	FALSE	FALSE	FALSE	1.89E-08	CtIsLarge									14	6327.518	1.272774	34.70817	13202.57	0.7515653	3.086532		
59	47	AY279	8B-rep3														LowEfficiency. CtIsLarge. CurveFitFailed																	
27	36	AY28	1A-rep1														NoAmplification																	
27	37	AY28	1A-rep2														NoAmplification																	
27	38	AY28	1A-rep3														NoAmplification																	
27	42	AY28	5B-rep1														NoAmplification																	
27	43	AY28	5B-rep2														NoAmplification																	
27	44	AY28	5B-rep3														NoAmplification																	
27	45	AY28	8B-rep1														NoAmplification																	
27	46	AY28	8B-rep2														NoAmplification																	
27	47	AY28	8B-rep3														NoAmplification																	
68	36	AY280	1A-rep1														CtIsLarge. CurveFitFailed																	
68	37	AY280	1A-rep2														CtIsLarge. CurveFitFailed																	
68	38	AY280	1A-rep3														NoAmplification																	
68	42	AY280	5B-rep1														NoAmplification																	
68	43	AY280	5B-rep2														CtIsLarge. CurveFitFailed																	
68	44	AY280	5B-rep3														NoAmplification																	
68	45	AY280	8B-rep1														CurveFitFailed																	
68	46	AY280	8B-rep2														NoAmplification																	
68	47	AY280	8B-rep3		-1	34.74934	76.53055		0.9999705	2616.631	0.3292025	1.925621	FALSE	FALSE	FALSE	2.56E-08	CtIsLarge									11	6445.879	1.396111	37.58796	12618.53	-20.70514	2.957612		
5	60	AY281	1A-rep1														NoAmplification																	
5	61	AY281	1A-rep2														CtIsLarge. CurveFitFailed																	
5	62	AY281	1A-rep3														NoAmplification																	
5	66	AY281	5B-rep1														NoAmplification																	
5	67	AY281	5B-rep2														NoAmplification																	
5	68	AY281	5B-rep3		-1	28.2967	80.8258		0.9999847	4991.603	0.663753	1.910114	FALSE	FALSE	FALSE	3.80E-06										13	6427.469	1.412131	31.15641	14512.95	5.143138	3.257958		
5	69	AY281	8B-rep1														NoAmplification																	
5	70	AY281	8B-rep2														CtIsLarge. CurveFitFailed																	
5	71	AY281	8B-rep3		-1	32.42423	84.99504		0.9999491	16141.81	0.4835618	1.975152	FALSE	FALSE	FALSE	6.43E-08	CtIsLarge									16	6585.34	1.348169	35.19971	14037.57	20.59815	3.13164		
14	60	AY282	1A-rep1		-1	28.24738	74.60397		0.9999117	7426.273	0.6388696	1.850934	FALSE	FALSE	FALSE	5.16E-06										9	1607.118	1.478333	31.19428	7523.656	-0.5689664	5.68146		
14	61	AY282	1A-rep2		-1	28.99558	74.64817		0.9999107	8208.095	0.608515	1.848306	FALSE	FALSE	FALSE	3.79E-06										10	1750.427	1.481476	31.94662	8775.089	-4.604701	6.013114		
14	62	AY282	1A-rep3		-1	30.30112	74.40969		0.9999305	6758.675	0.5547233	1.824761	FALSE	FALSE	FALSE	2.20E-06	CtIsLarge									9	1726.734	1.510476	33.29035	8218.395	0.5665343	5.759501		
14	66	AY282	5B-rep1		-1	31.1332	74.66891		0.9999021	15566.06	0.5422162	1.7933	FALSE	FALSE	FALSE	2.85E-06	LowEfficiency. CtIsLarge									10	4619.891	1.551775	34.17682	10483.81	-2.905603	3.269276		
14	67	AY282	5B-rep2		-1	31.04029	74.69936		0.9997939	28464.88	0.5202123	1.75201	FALSE	FALSE	FALSE	6.21E-06	LowEfficiency. CtIsLarge									17	7757.931	1.610953	34.16184	10062.41	-20.08133	2.297049		
14	68	AY282	5B-rep3		-1	29.65924	74.74541		0.9998323	16121.69	0.6046457	1.769478	FALSE	FALSE	FALSE	9.77E-06	LowEfficiency. CtIsLarge									6	8089.495	1.585178	32.74686	9156.738	-26.75628	2.13193		
14	69	AY282	8B-rep1		-1	29.83293	74.86857		0.9999309	9685.021	0.5752627	1.818844	FALSE	FALSE	FALSE	4.39E-06	CtIsLarge									14	6392.77	1.518013	32.83209	10848.83	-15.81638	2.697047		
14	70	AY282	8B-rep2		-1	32.82371	74.32645		0.9998721	13485.83	0.4272293	1.746259	FALSE	FALSE	FALSE	2.25E-06	LowEfficiency. CtIsLarge									11	4792.37	1.619689	35.95677	9855.603	-21.1014	3.05652		
14	71	AY282	8B-rep3		-1	31.96851	74.33684		0.9998206	15803.08	0.4357309	1.67268	FALSE	FALSE	FALSE	1.41E-05	LowEfficiency. CtIsLarge									6	5387.193	1.74402	35.26531	8533.319	-32.62058	2.584001		
23	60	AY283	1A-rep1														NoAmplification																	
23	61	AY283	1A-rep2		-1	28.27189	75.29864		0.9999689	4701.77	0.6281994	1.984769	FALSE	FALSE	FALSE	8.37E-07										10	3333.995	1.339388	31.03581	9686.727	-2.70658	3.905442		
23	62	AY283	1A-rep3														NoAmplification																	
23	66	AY283	5B-rep1														NoAmplification																	
23	67	AY283	5B-rep2														NoAmplification																	
23	68	AY283	5B-rep3														CtIsLarge. CurveFitFailed																	
23	69	AY283	8B-rep1														NoAmplification																	
23	70	AY283	8B-rep2														CurveFitFailed																	
23	71	AY283	8B-rep3														LowEfficiency. CtIsLarge. MultipleMeltPeaks																	
32	60	AY284	1A-rep1														NoAmplification																	
32	61	AY284	1A-rep2														NoAmplification																	
32	62	AY284	1A-rep3														NoAmplification																	
32	66	AY284	5B-rep1														NoAmplification																	
32	67	AY284	5B-rep2														NoAmplification																	
32	68	AY284	5B-rep3														NoAmplification																	
32	69	AY284	8B-rep1														NoAmplification																	
32	70	AY284	8B-rep2														NoAmplification																	
32	71	AY284	8B-rep3														NoAmplification																	
41	60	AY285	1A-rep1														CurveFitFailed																	
41	61	AY285	1A-rep2														CtIsLarge. CurveFitFailed																	
41	62	AY285	1A-rep3														NoAmplification																	
41	66	AY285	5B-rep1														CtIsLarge. CurveFitFailed																	
41	67	AY285	5B-rep2														CtIsLarge. MultipleMeltPeaks																	
41	68	AY285	5B-rep3														MultipleMeltPeaks																	
41	69	AY285	8B-rep1														CtIsLarge. MultipleMeltPeaks																	
41	70	AY285	8B-rep2		-1	24.63603	86.93034		0.99993	19569.08	0.7561305	1.974188	FALSE	FALSE	FALSE	1.99E-05										13	5951.145	1.349058	27.41268	13313.03	38.15553	3.237053		
41	71	AY285	8B-rep3														MultipleMeltPeaks																	
50	60	AY286	1A-rep1														NoAmplification																	
50	61	AY286	1A-rep2														NoAmplification																	
50	62	AY286	1A-rep3														NoAmplification																	
50	66	AY286	5B-rep1		-1	34.26274	77.05145		0.999939	9703.382	0.4197836	2.046978	FALSE	FALSE	FALSE	4.44E-09	CtIsLarge									11	5709.46	1.286264	36.9567	13334.17	19.40947	3.335452		
50	67	AY286	5B-rep2		-1	34.47769	77.01646		0.9999622	3716.521	0.4067574	2.057327	FALSE	FALSE	FALSE	2.66E-09	CtIsLarge									15	7590.915	1.277997	37.16076	11281.1	10.09483	2.486132		
50	68	AY286	5B-rep3														CtIsLarge. CurveFitFailed																	
50	69	AY286	8B-rep1														NoAmplification																	
50	70	AY286	8B-rep2														NoAmplification																	
50	71	AY286	8B-rep3														NoAmplification																	
59	60	AY287	1A-rep1														NoAmplification																	
59	61	AY287	1A-rep2														CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
59	62	AY287	1A-rep3														NoAmplification																	
59	66	AY287	5B-rep1														NoAmplification																	
59	67	AY287	5B-rep2														NoAmplification																	
59	68	AY287	5B-rep3														NoAmplification																	
59	69	AY287	8B-rep1														NoAmplification																	
59	70	AY287	8B-rep2														NoAmplification																	
59	71	AY287	8B-rep3														NoAmplification																	
68	60	AY288	1A-rep1														NoAmplification																	
68	61	AY288	1A-rep2														NoAmplification																	
68	62	AY288	1A-rep3														NoAmplification																	
68	66	AY288	5B-rep1														CtIsLarge. CurveFitFailed																	
68	67	AY288	5B-rep2														NoAmplification																	
68	68	AY288	5B-rep3														CtIsLarge. CurveFitFailed																	
68	69	AY288	8B-rep1														CtIsLarge. CurveFitFailed																	
68	70	AY288	8B-rep2														CtIsLarge. CurveFitFailed																	
68	71	AY288	8B-rep3														NoAmplification																	
6	0	AY289	1A-rep1														NoAmplification																	
6	1	AY289	1A-rep2														NoAmplification																	
6	2	AY289	1A-rep3														NoAmplification																	
6	6	AY289	5B-rep1														BadR2. CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
6	7	AY289	5B-rep2														NoAmplification																	
6	8	AY289	5B-rep3														CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
6	9	AY289	8B-rep1														NoAmplification																	
6	10	AY289	8B-rep2														LowEfficiency. CtIsLarge. CurveFitFailed																	
6	11	AY289	8B-rep3		-1	25.38234	86.84333		0.9999574	8212.302	0.7458107	1.893776	FALSE	FALSE	FALSE	2.91E-05										6	3837.125	1.429578	28.26504	11222.1	13.105	3.924612		
36	36	AY29	1A-rep1														NoAmplification																	
36	37	AY29	1A-rep2														NoAmplification																	
36	38	AY29	1A-rep3														NoAmplification																	
36	42	AY29	5B-rep1		-1	29.25125	81.25111		0.9998424	35800.14	0.6384595	1.851121	FALSE	FALSE	FALSE	4.27E-06										8	7623.055	1.478111	32.19786	12317.46	3.599403	2.615816		
36	43	AY29	5B-rep2		-1	29.94925	81.12369		0.9999483	7323.207	0.6043648	1.827137	FALSE	FALSE	FALSE	3.56E-06	CtIsLarge									7	8521.335	1.507479	32.93453	10966.03	-9.228383	2.286891		
36	44	AY29	5B-rep3		-1	26.75699	81.36693		0.9999086	13657.94	0.730493	1.863333	FALSE	FALSE	FALSE	1.66E-05										7	9082.939	1.463751	29.68469	10639.37	1.211285	2.171358		
36	45	AY29	8B-rep1														CtIsLarge. CurveFitFailed																	
36	46	AY29	8B-rep2														NoAmplification																	
36	47	AY29	8B-rep3														NoAmplification																	
15	0	AY290	1A-rep1														NoAmplification																	
15	1	AY290	1A-rep2														NoAmplification																	
15	2	AY290	1A-rep3														NoAmplification																	
15	6	AY290	5B-rep1														CtIsLarge. MultipleMeltPeaks																	
15	7	AY290	5B-rep2														LowEfficiency. CtIsLarge. MultipleMeltPeaks																	
15	8	AY290	5B-rep3		-1	30.90779	87.83775		0.9996589	36914.45	0.544085	1.923816	FALSE	FALSE	FALSE	2.99E-07	CtIsLarge									16	9393.008	1.39795	33.74884	9125.422	-6.167759	1.971512		
15	9	AY290	8B-rep1		-1	32.02859	89.69987		0.9996533	40143.19	0.4553396	2.081484	FALSE	FALSE	FALSE	1.01E-08	CtIsLarge									10	8316.584	1.259278	34.687	9236.043	-15.85367	2.110557		
15	10	AY290	8B-rep2		-1	30.27578	90.50583		0.9990093	150287.6	0.575903	2.126013	FALSE	FALSE	FALSE	2.40E-08	CtIsLarge									13	8947.771	1.22675	32.89136	10586.34	1.162675	2.183126		
15	11	AY290	8B-rep3														LowEfficiency. CtIsLarge. CurveFitFailed																	
24	0	AY291	1A-rep1														NoAmplification																	
24	1	AY291	1A-rep2														NoAmplification																	
24	2	AY291	1A-rep3														NoAmplification																	
24	6	AY291	5B-rep1		-1	22.38572	81.55083		0.9999076	16841.56	0.8327227	1.948824	FALSE	FALSE	FALSE	0.000115498										11	9777.234	1.373065	25.19398	10747.93	10.31677	2.099281		
24	7	AY291	5B-rep2		-1	22.50443	81.50912		0.9997693	40071.54	0.82084	1.930285	FALSE	FALSE	FALSE	0.000135435										10	9947.826	1.391392	25.33684	10967.52	-11.53598	2.102504		
24	8	AY291	5B-rep3		-1	23.04	81.39449		0.9999239	11150.04	0.8102921	1.939058	FALSE	FALSE	FALSE	8.04E-05										11	7310.326	1.382633	25.86087	10676.79	-0.297353	2.460509		
24	9	AY291	8B-rep1		-1	27.88604	81.38615		0.9999267	15651.96	0.6538103	1.951362	FALSE	FALSE	FALSE	2.41E-06										8	8542.522	1.370608	30.69108	12795.54	-20.07068	2.497865		
24	10	AY291	8B-rep2		-1	28.77036	81.26373		0.9999692	6392.83	0.6236319	1.946935	FALSE	FALSE	FALSE	1.30E-06										13	6533.822	1.3749	31.58104	12283.66	-7.378355	2.880011		
24	11	AY291	8B-rep3		-1	28.45615	81.25153		0.9998975	22488.24	0.636966	1.940868	FALSE	FALSE	FALSE	1.78E-06										16	7454.997	1.380846	31.27466	12188.69	-11.29841	2.634969		
33	0	AY292	1A-rep1														NoAmplification																	
33	1	AY292	1A-rep2														NoAmplification																	
33	2	AY292	1A-rep3														NoAmplification																	
33	6	AY292	5B-rep1		-1	28.90248	79.02034		0.9999297	11446.21	0.6263667	1.912933	FALSE	FALSE	FALSE	1.82E-06										16	9299.591	1.409181	31.75832	11186.79	-3.825028	2.202933		
33	7	AY292	5B-rep2		-1	32.91141	78.66855		0.9999391	10385.34	0.4406212	1.900571	FALSE	FALSE	FALSE	1.37E-07	CtIsLarge									12	9405.098	1.42225	35.78445	11610.02	-11.32403	2.234439		
33	8	AY292	5B-rep3		-1	31.56775	78.72482		0.9999309	14552.69	0.4962456	1.914982	FALSE	FALSE	FALSE	2.89E-07	CtIsLarge									7	7299.966	1.407047	34.42077	12152.67	-5.771044	2.664757		
33	9	AY292	8B-rep1														NoAmplification																	
33	10	AY292	8B-rep2														CtIsLarge. CurveFitFailed																	
33	11	AY292	8B-rep3														NoAmplification																	
42	0	AY293	1A-rep1														NoAmplification																	
42	1	AY293	1A-rep2														NoAmplification																	
42	2	AY293	1A-rep3														CtIsLarge. CurveFitFailed																	
42	6	AY293	5B-rep1														CtIsLarge. MultipleMeltPeaks																	
42	7	AY293	5B-rep2		-1	31.49887	86.91145		0.9999632	4968.437	0.5327153	1.984961	FALSE	FALSE	FALSE	7.32E-08	CtIsLarge									15	10181.77	1.339215	34.26255	9447.899	-6.307564	1.927923		
42	8	AY293	5B-rep3														CtIsLarge. CurveFitFailed																	
42	9	AY293	8B-rep1														NoAmplification																	
42	10	AY293	8B-rep2														CtIsLarge. CurveFitFailed																	
42	11	AY293	8B-rep3														CtIsLarge. CurveFitFailed																	
51	0	AY294	1A-rep1														NoAmplification																	
51	1	AY294	1A-rep2														NoAmplification																	
51	2	AY294	1A-rep3														NoAmplification																	
51	6	AY294	5B-rep1		-1	28.3267	77.50051		0.9998665	16021.48	0.6356311	1.906989	FALSE	FALSE	FALSE	2.49E-06										13	10661.09	1.415422	31.19076	9242.428	-31.02118	1.866931		
51	7	AY294	5B-rep2		-1	28.07616	77.63471		0.99993	11651.86	0.6677237	1.969128	FALSE	FALSE	FALSE	1.43E-06										11	8812.137	1.353752	30.859	11324.15	-0.5879638	2.285063		
51	8	AY294	5B-rep3		-1	29.52867	77.38448		0.9999559	9751.757	0.6069692	1.966228	FALSE	FALSE	FALSE	5.43E-07	CtIsLarge									16	5407.001	1.356464	32.31507	12054.73	4.864332	3.229467		
51	9	AY294	8B-rep1														NoAmplification																	
51	10	AY294	8B-rep2														NoAmplification																	
51	11	AY294	8B-rep3		-1	32.27802	77.16061		0.9999662	7238.618	0.474443	1.967168	FALSE	FALSE	FALSE	6.78E-08	CtIsLarge									16	5473.222	1.355583	35.06326	11611.07	-4.147143	3.121432		
60	0	AY295	1A-rep1														NoAmplification																	
60	1	AY295	1A-rep2														NoAmplification																	
60	2	AY295	1A-rep3														NoAmplification																	
60	6	AY295	5B-rep1		-1	28.9831	74.37624		0.999881	20152.9	0.6386245	2.106292	FALSE	FALSE	FALSE	9.32E-08										13	9680.851	1.240853	31.61725	10845.85	-4.110004	2.12034		
60	7	AY295	5B-rep2		-1	28.15199	74.06429		0.9997056	29653.15	0.6380001	2.043032	FALSE	FALSE	FALSE	3.69E-07	SaturationBaselineRatioIsLow									7	11396.46	1.289456	30.85015	9062.438	-30.54654	1.795198		
60	8	AY295	5B-rep3														NoAmplification																	
60	9	AY295	8B-rep1														NoAmplification																	
60	10	AY295	8B-rep2														NoAmplification																	
60	11	AY295	8B-rep3														NoAmplification																	
69	0	AY296	1A-rep1														NoAmplification																	
69	1	AY296	1A-rep2														NoAmplification																	
69	2	AY296	1A-rep3														NoAmplification																	
69	6	AY296	5B-rep1		-1	30.11268	77.52887		0.9999748	3654.265	0.6019944	1.940598	FALSE	FALSE	FALSE	4.69E-07	CtIsLarge									8	10521.1	1.381112	32.93155	10627.37	9.10868	2.010101		
69	7	AY296	5B-rep2		-1	33.56697	77.05953		0.9999725	4084.231	0.4402389	1.899889	FALSE	FALSE	FALSE	9.25E-08	CtIsLarge									12	8261.941	1.42298	36.44097	12242.76	-7.890118	2.481826		
69	8	AY296	5B-rep3		-1	28.64602	77.39301		0.9999754	6609.942	0.6415202	1.928169	FALSE	FALSE	FALSE	2.11E-06										4	5560.575	1.393527	31.48124	13679.79	4.61892	3.46014		
69	9	AY296	8B-rep1														NoAmplification																	
69	10	AY296	8B-rep2														NoAmplification																	
69	11	AY296	8B-rep3														NoAmplification																	
6	24	AY297	1A-rep1														NoAmplification																	
6	25	AY297	1A-rep2														NoAmplification																	
6	26	AY297	1A-rep3														NoAmplification																	
6	30	AY297	5B-rep1		-1	30.34367	75.67929		0.9999523	10566.95	0.5719649	2.007033	FALSE	FALSE	FALSE	1.53E-07	CtIsLarge									12	8539.904	1.319667	33.08162	11766.92	-5.515486	2.377875		
6	31	AY297	5B-rep2		-1	27.01721	75.80936		0.9999492	10453.14	0.7005599	2.032787	FALSE	FALSE	FALSE	1.38E-06										12	9075.857	1.297853	29.72643	12190.72	2.366368	2.343203		
6	32	AY297	5B-rep3														NoAmplification																	
6	33	AY297	8B-rep1														NoAmplification																	
6	34	AY297	8B-rep2														NoAmplification																	
6	35	AY297	8B-rep3		-1	29.68061	72.91433		0.9999854	3267.385	0.5715815	1.988332	FALSE	FALSE	FALSE	3.58E-07	CtIsLarge									11	5779.883	1.336176	32.4403	12520.22	-14.9078	3.166171		
15	24	AY298	1A-rep1														NoAmplification																	
15	25	AY298	1A-rep2														NoAmplification																	
15	26	AY298	1A-rep3														NoAmplification																	
15	30	AY298	5B-rep1		-1	24.58389	78.69322		0.9997982	42910.57	0.7797924	1.907377	FALSE	FALSE	FALSE	4.59E-05										10	8952.76	1.415013	27.4474	12177.98	2.311943	2.360249		
15	31	AY298	5B-rep2		-1	23.50075	78.69427		0.9999003	18300.77	0.8010417	1.877027	FALSE	FALSE	FALSE	0.000137006										13	8259.231	1.448102	26.40784	11392.28	-3.618589	2.379339		
15	32	AY298	5B-rep3		-1	23.63842	78.61135		0.9998512	24178.19	0.8083145	1.909827	FALSE	FALSE	FALSE	7.50E-05										15	8949.966	1.412433	26.49853	10545.57	15.42807	2.17828		
15	33	AY298	8B-rep1		-1	28.75934	78.6013		0.9999731	6158.357	0.6286234	1.879342	FALSE	FALSE	FALSE	4.10E-06										11	7725.731	1.445502	31.663	13347.14	-19.56865	2.727622		
15	34	AY298	8B-rep2														NoAmplification																	
15	35	AY298	8B-rep3														NoAmplification																	
24	24	AY299	1A-rep1		-1	33.47978	75.71582		0.9999595	2468.732	0.3864215	1.884938	FALSE	FALSE	FALSE	8.19E-08	CtIsLarge									8	3145.058	1.43927	36.37524	7749.076	-2.433376	3.46389		
24	25	AY299	1A-rep2														CtIsLarge. CurveFitFailed																	
24	26	AY299	1A-rep3														CtIsLarge. CurveFitFailed																	
24	30	AY299	5B-rep1														MultipleMeltPeaks																	
24	31	AY299	5B-rep2														MultipleMeltPeaks																	
24	32	AY299	5B-rep3		-1	28.03049	79.6326		0.9999278	8765.247	0.650848	1.874634	FALSE	FALSE	FALSE	5.53E-06										15	8661.918	1.450803	30.94113	10107.05	-11.7312	2.166838		
24	33	AY299	8B-rep1														CtIsLarge. CurveFitFailed																	
24	34	AY299	8B-rep2														CtIsLarge. CurveFitFailed																	
24	35	AY299	8B-rep3		-1	34.99881	75.30918		0.9999648	1744.632	0.2920806	1.908516	FALSE	FALSE	FALSE	2.39E-08	CtIsLarge									7	6633.349	1.413812	37.86074	10193.3	-16.4195	2.536675		
18	0	AY3	1A-rep1														NoAmplification																	
18	1	AY3	1A-rep2														NoAmplification																	
18	2	AY3	1A-rep3														NoAmplification																	
18	6	AY3	5B-rep1		-1	24.73733	79.69399		0.9998729	25069.2	0.7717952	1.939693	FALSE	FALSE	FALSE	2.59E-05										10	10104.72	1.382006	27.55737	11855.06	0.4020641	2.17322		
18	7	AY3	5B-rep2		-1	24.50617	79.64112		0.9998214	31483.66	0.7756274	1.901469	FALSE	FALSE	FALSE	4.84E-05										10	10987.06	1.421289	27.37795	11245.53	-18.30624	2.023525		
18	8	AY3	5B-rep3		-1	25.7742	79.61473		0.9999859	2970.9	0.7387164	1.93335	FALSE	FALSE	FALSE	1.40E-05										12	7574.88	1.388314	28.60255	12367.03	0.01937957	2.632637		
18	9	AY3	8B-rep1														NoAmplification																	
18	10	AY3	8B-rep2														NoAmplification																	
18	11	AY3	8B-rep3														NoAmplification																	
45	36	AY30	1A-rep1														NoAmplification																	
45	37	AY30	1A-rep2														NoAmplification																	
45	38	AY30	1A-rep3														NoAmplification																	
45	42	AY30	5B-rep1		-1	24.2239	81.83945		0.9998822	26436.38	0.7854834	1.870901	FALSE	FALSE	FALSE	9.69E-05										15	7068.042	1.455045	27.14014	12214.7	-5.337168	2.728159		
45	43	AY30	5B-rep2		-1	24.39725	81.68508		0.9998832	17914.37	0.7795158	1.87568	FALSE	FALSE	FALSE	6.79E-05										15	7689.032	1.44962	27.30634	10292.95	-3.998357	2.338653		
45	44	AY30	5B-rep3		-1	23.63756	81.64405		0.9994614	47633.54	0.7955823	1.879084	FALSE	FALSE	FALSE	8.64E-05										9	8957.744	1.445791	26.5416	8115.477	-8.361084	1.905973		
45	45	AY30	8B-rep1														NoAmplification																	
45	46	AY30	8B-rep2														NoAmplification																	
45	47	AY30	8B-rep3														NoAmplification																	
33	24	AY300	1A-rep1														NoAmplification																	
33	25	AY300	1A-rep2														NoAmplification																	
33	26	AY300	1A-rep3														NoAmplification																	
33	30	AY300	5B-rep1		-1	27.62783	80.29372		0.9999186	12706.4	0.6566436	1.917317	FALSE	FALSE	FALSE	4.04E-06										17	8296.405	1.404627	30.47766	10703.83	-18.38469	2.290177		
33	31	AY300	5B-rep2		-1	27.01196	80.27775		0.9999518	6185.32	0.6930546	1.906571	FALSE	FALSE	FALSE	7.05E-06										6	9464.315	1.415864	29.8766	10285.02	-16.57764	2.086716		
33	32	AY300	5B-rep3		-1	28.08072	80.21298		0.9998487	23413.14	0.631916	1.822272	FALSE	FALSE	FALSE	1.27E-05										11	10080.42	1.513634	31.07411	10478.88	-30.53861	2.039529		
33	33	AY300	8B-rep1		-1	33.7394	79.15248		0.9999557	5501.44	0.3719464	1.899756	FALSE	FALSE	FALSE	7.90E-08	CtIsLarge									10	8380.092	1.423123	36.61359	11774.74	-22.22305	2.405084		
33	34	AY300	8B-rep2		-1	32.72213	79.14473		0.9999192	9214.038	0.385032	1.814936	FALSE	FALSE	FALSE	6.39E-07	CtIsLarge									10	6810.923	1.523048	35.72792	9841.714	-29.07891	2.44499		
33	35	AY300	8B-rep3														NoAmplification																	
42	24	AY301	1A-rep1														NoAmplification																	
42	25	AY301	1A-rep2														NoAmplification																	
42	26	AY301	1A-rep3														NoAmplification																	
42	30	AY301	5B-rep1		-1	34.22575	78.07247		0.9999746	3138.581	0.3865523	1.971155	FALSE	FALSE	FALSE	1.63E-08	CtIsLarge									8	6911.749	1.351867	37.0061	12641.82	-9.167291	2.829034		
42	31	AY301	5B-rep2														CtIsLarge. CurveFitFailed																	
42	32	AY301	5B-rep3														NoAmplification																	
42	33	AY301	8B-rep1														NoAmplification																	
42	34	AY301	8B-rep2														NoAmplification																	
42	35	AY301	8B-rep3														NoAmplification																	
51	24	AY302	1A-rep1														NoAmplification																	
51	25	AY302	1A-rep2														NoAmplification																	
51	26	AY302	1A-rep3														NoAmplification																	
51	30	AY302	5B-rep1														NoAmplification																	
51	31	AY302	5B-rep2														CtIsLarge. CurveFitFailed																	
51	32	AY302	5B-rep3														CurveFitFailed																	
51	33	AY302	8B-rep1														NoAmplification																	
51	34	AY302	8B-rep2														NoAmplification																	
51	35	AY302	8B-rep3														NoAmplification																	
60	24	AY303	1A-rep1														NoAmplification																	
60	25	AY303	1A-rep2														NoAmplification																	
60	26	AY303	1A-rep3														NoAmplification																	
60	30	AY303	5B-rep1														NoAmplification																	
60	31	AY303	5B-rep2														NoAmplification																	
60	32	AY303	5B-rep3														NoAmplification																	
60	33	AY303	8B-rep1														NoAmplification																	
60	34	AY303	8B-rep2														NoAmplification																	
60	35	AY303	8B-rep3														NoAmplification																	
69	24	AY304	1A-rep1														NoAmplification																	
69	25	AY304	1A-rep2														NoAmplification																	
69	26	AY304	1A-rep3														NoAmplification																	
69	30	AY304	5B-rep1														CtIsLarge. CurveFitFailed																	
69	31	AY304	5B-rep2		-1	30.58345	78.87761		0.9990252	93443.43	0.5586474	1.934527	FALSE	FALSE	FALSE	2.90E-07	CtIsLarge									13	8373.836	1.387138	33.41026	8360.431	-20.85274	1.998399		
69	32	AY304	5B-rep3		-1	28.62976	79.55718		0.9988478	93494	0.6204487	1.797639	FALSE	FALSE	FALSE	1.05E-05	LowEfficiency									18	8321.649	1.545895	31.66564	8245.072	-23.70545	1.990798		
69	33	AY304	8B-rep1														NoAmplification																	
69	34	AY304	8B-rep2														NoAmplification																	
69	35	AY304	8B-rep3														CtIsLarge. CurveFitFailed																	
6	12	AY305	1A-rep1														NoAmplification																	
6	13	AY305	1A-rep2														NoAmplification																	
6	14	AY305	1A-rep3														NoAmplification																	
6	18	AY305	5B-rep1														NoAmplification																	
6	19	AY305	5B-rep2														NoAmplification																	
6	20	AY305	5B-rep3														NoAmplification																	
6	21	AY305	8B-rep1														NoAmplification																	
6	22	AY305	8B-rep2														NoAmplification																	
6	23	AY305	8B-rep3														NoAmplification																	
15	12	AY306	1A-rep1														NoAmplification																	
15	13	AY306	1A-rep2														NoAmplification																	
15	14	AY306	1A-rep3														NoAmplification																	
15	18	AY306	5B-rep1														CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed																	
