Row	Column	Assay	Sample	Conc	Ct	Tm	Efficiency	Flags
30	38	AY180	5C-rep3	-1	19.95	82.21	1.98	
39	36	AY181	4B-rep1	-1	27.81	79.19	1.88	
39	37	AY181	4B-rep2	-1	27.45	79.23	1.88	
39	38	AY181	4B-rep3	-1	27.75	79.15	1.87	
39	39	AY181	4C-rep1	-1	27.79	79.19	1.85	
39	40	AY181	4C-rep2	-1	27.67	79.23	1.87	
39	41	AY181	4C-rep3	-1	27.15	79.22	1.86	
39	45	AY181	5A-rep1	-1	25.73	79.44	1.93	
39	46	AY181	5A-rep2	-1	28.7	78.86	1.9	MultipleMeltPeaks
39	47	AY181	5A-rep3	-1	26.37	79.46	1.9	
39	36	AY181	5C-rep1	-1	27.55	79.54	1.91	
39	37	AY181	5C-rep2	-1	25.84	79.53	1.92	
39	38	AY181	5C-rep3	-1	27.04	79.47	1.91	
48	36	AY182	4B-rep1	-1	26.82	75.03	1.93	
48	37	AY182	4B-rep2	-1	28.52	74.9	1.93	
48	38	AY182	4B-rep3	-1				NoAmplification
48	39	AY182	4C-rep1	-1	27.5	74.91	1.93	
48	40	AY182	4C-rep2	-1	26.54	75.02	1.91	
48	41	AY182	4C-rep3	-1	25.98	75.02	1.95	
48	45	AY182	5A-rep1	-1	26.97	75.14	1.95	
48	46	AY182	5A-rep2	-1	26.65	75.12	1.92	
48	47	AY182	5A-rep3	-1	26.08	75.15	1.97	
48	36	AY182	5C-rep1	-1	26.9	75.26	1.96	
48	37	AY182	5C-rep2	-1	28.67	75.13	1.96	
48	38	AY182	5C-rep3	-1	29.07	75.06	1.99	
57	36	AY183	4B-rep1	-1	23.22	85.3	1.82	
57	37	AY183	4B-rep2	-1	23.17	85.44	1.83	
57	38	AY183	4B-rep3	-1	23.31	85.2	1.84	
57	39	AY183	4C-rep1	-1	21.95	85.22	1.86	
57	40	AY183	4C-rep2	-1	22.31	85.29	1.84	
57	41	AY183	4C-rep3	-1	22.02	85.22	1.83	
57	45	AY183	5A-rep1	-1	20.33	85.54	1.86	SaturationBaselineRatioIsLow
57	46	AY183	5A-rep2	-1	20.45	85.57	1.9	
57	47	AY183	5A-rep3	-1	20.49	85.52	1.88	
57	36	AY183	5C-rep1	-1	21.9	85.82	1.9	
57	37	AY183	5C-rep2	-1	21.29	85.65	1.91	
57	38	AY183	5C-rep3	-1	21.02	85.63	1.94	
66	36	AY184	4B-rep1	-1				NoAmplification
66	37	AY184	4B-rep2	-1	34.49	69.06	1.95	CtIsLarge
66	38	AY184	4B-rep3	-1				NoAmplification
66	39	AY184	4C-rep1	-1	31.63	72.25	1.93	CtIsLarge
66	40	AY184	4C-rep2	-1				NoAmplification
66	41	AY184	4C-rep3	-1				NoAmplification
66	45	AY184	5A-rep1	-1	31.73	72.29	1.93	CtIsLarge
66	46	AY184	5A-rep2	-1	34.85	72.72	1.92	CtIsLarge
66	47	AY184	5A-rep3	-1	30.86	71.95	1.96	CtIsLarge
66	36	AY184	5C-rep1	-1	30.48	72.42	1.96	CtIsLarge
66	37	AY184	5C-rep2	-1				NoAmplification
66	38	AY184	5C-rep3	-1	31.24	72.32	1.96	CtIsLarge
3	60	AY185	4B-rep1	-1	25.68	75.7	1.93	
3	61	AY185	4B-rep2	-1	24.38	76.13	1.98	
3	62	AY185	4B-rep3	-1	24.8	75.96	1.95	
3	63	AY185	4C-rep1	-1	24.35	76.29	1.97	
3	64	AY185	4C-rep2	-1	24.17	76.03	1.96	
3	65	AY185	4C-rep3	-1	24.13	76.05	1.96	
3	69	AY185	5A-rep1	-1	20.48	76.23	2.02	
3	70	AY185	5A-rep2	-1	20.73	76.28	2.01	
3	71	AY185	5A-rep3	-1	20.84	76.24	1.99	
3	60	AY185	5C-rep1	-1	21.46	76	1.99	
3	61	AY185	5C-rep2	-1	20.83	75.97	1.98	
3	62	AY185	5C-rep3	-1	20.89	76.3	2	
12	60	AY186	4B-rep1	-1	24.85	75.19	1.94	
12	61	AY186	4B-rep2	-1	25.99	75.33	1.94	
12	62	AY186	4B-rep3	-1	25.71	75.43	1.95	
12	63	AY186	4C-rep1	-1	25.03	75.36	1.93	
12	64	AY186	4C-rep2	-1	24.6	75.28	1.95	
12	65	AY186	4C-rep3	-1	24.51	75.33	1.94	
12	69	AY186	5A-rep1	-1	20.46	75.48	1.99	
12	70	AY186	5A-rep2	-1	20.54	75.47	1.98	
12	71	AY186	5A-rep3	-1	20.57	75.45	1.96	
12	60	AY186	5C-rep1	-1	21.77	75.57	1.98	
12	61	AY186	5C-rep2	-1	21.83	75.56	1.98	
12	62	AY186	5C-rep3	-1	21.72	75.54	1.98	
21	60	AY187	4B-rep1	-1				NoAmplification
21	61	AY187	4B-rep2	-1				NoAmplification
21	62	AY187	4B-rep3	-1				NoAmplification
21	63	AY187	4C-rep1	-1				CtIsLarge. CurveFitFailed
21	64	AY187	4C-rep2	-1	29.49	78	2.04	
21	65	AY187	4C-rep3	-1				NoAmplification
21	69	AY187	5A-rep1	-1	22.97	78.31	2.17	SaturationBaselineRatioIsLow
21	70	AY187	5A-rep2	-1	23.39	78.29	2.18	
21	71	AY187	5A-rep3	-1	23.41	78.24	2.08	
21	60	AY187	5C-rep1	-1	24.35	78.34	2.12	
21	61	AY187	5C-rep2	-1	24.25	78.29	2.13	
21	62	AY187	5C-rep3	-1	24.35	78.21	2.11	
30	60	AY188	4B-rep1	-1				CtIsLarge. CurveFitFailed
30	61	AY188	4B-rep2	-1	32.95	76.73	1.95	CtIsLarge. MultipleMeltPeaks
30	62	AY188	4B-rep3	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
30	63	AY188	4C-rep1	-1				CtIsLarge. CurveFitFailed
30	64	AY188	4C-rep2	-1				CtIsLarge. CurveFitFailed
30	65	AY188	4C-rep3	-1				CtIsLarge. CurveFitFailed
30	69	AY188	5A-rep1	-1	29.74	82.04	1.93	CtIsLarge. MultipleMeltPeaks
30	70	AY188	5A-rep2	-1	32.33	85.12	1.94	CtIsLarge. MultipleMeltPeaks
30	71	AY188	5A-rep3	-1	29.07	82.06	1.9	MultipleMeltPeaks
30	60	AY188	5C-rep1	-1	33.86	88.01	1.94	CtIsLarge. MultipleMeltPeaks
30	61	AY188	5C-rep2	-1	33.36	87.94	1.97	CtIsLarge
30	62	AY188	5C-rep3	-1				CtIsLarge. CurveFitFailed
39	60	AY189	4B-rep1	-1	22.74	86.89	1.9	
39	61	AY189	4B-rep2	-1	22.14	86.91	1.91	
39	62	AY189	4B-rep3	-1	22.23	86.87	1.91	
39	63	AY189	4C-rep1	-1	21.82	86.91	1.92	
39	64	AY189	4C-rep2	-1	22.53	86.87	1.92	
39	65	AY189	4C-rep3	-1	21.63	87.05	1.91	
39	69	AY189	5A-rep1	-1	19.61	87.13	1.97	
39	70	AY189	5A-rep2	-1	19.8	87.11	1.95	
39	71	AY189	5A-rep3	-1	20.02	87.06	1.91	
39	60	AY189	5C-rep1	-1	21.23	87.14	1.97	
39	61	AY189	5C-rep2	-1	20.74	87.13	1.94	
39	62	AY189	5C-rep3	-1	21.56	87.09	1.94	
18	12	AY19	4B-rep1	-1				NoAmplification
18	13	AY19	4B-rep2	-1				NoAmplification
18	14	AY19	4B-rep3	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
18	15	AY19	4C-rep1	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
18	16	AY19	4C-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
18	17	AY19	4C-rep3	-1				NoAmplification
18	21	AY19	5A-rep1	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed. HighBaseline
18	22	AY19	5A-rep2	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
18	23	AY19	5A-rep3	-1				CurveFitFailed
18	12	AY19	5C-rep1	-1				NoAmplification
18	13	AY19	5C-rep2	-1				CtIsLarge. CurveFitFailed
18	14	AY19	5C-rep3	-1				NoAmplification
48	60	AY190	4B-rep1	-1	28.46	79.17	1.93	
48	61	AY190	4B-rep2	-1	28.21	78.7	1.94	
48	62	AY190	4B-rep3	-1	29.02	79.12	1.89	
48	63	AY190	4C-rep1	-1				NoAmplification
48	64	AY190	4C-rep2	-1	27.24	79.28	1.92	
48	65	AY190	4C-rep3	-1	27.85	79.26	1.88	
48	69	AY190	5A-rep1	-1	25.66	79.49	1.95	
48	70	AY190	5A-rep2	-1	25.62	79.47	1.94	
48	71	AY190	5A-rep3	-1	26.25	79.45	1.92	
48	60	AY190	5C-rep1	-1	27.59	79.46	1.95	
48	61	AY190	5C-rep2	-1	26.12	79.45	1.94	
48	62	AY190	5C-rep3	-1	27.93	79.33	1.93	
57	60	AY191	4B-rep1	-1	25.42	81.41	1.95	
57	61	AY191	4B-rep2	-1	24.3	81.41	1.94	
57	62	AY191	4B-rep3	-1	25.51	81.22	1.93	
57	63	AY191	4C-rep1	-1	24.45	81.56	1.94	
57	64	AY191	4C-rep2	-1	24.02	81.52	1.93	
57	65	AY191	4C-rep3	-1	23.58	81.56	1.93	
57	69	AY191	5A-rep1	-1	21.01	81.52	1.97	
57	70	AY191	5A-rep2	-1	21.11	81.52	1.96	
57	71	AY191	5A-rep3	-1	21.17	81.51	1.93	
57	60	AY191	5C-rep1	-1	22.27	81.51	1.97	
57	61	AY191	5C-rep2	-1	21.57	81.52	1.97	
57	62	AY191	5C-rep3	-1	22.9	81.46	1.93	
66	60	AY192	4B-rep1	-1	25.31	78.21	1.99	
66	61	AY192	4B-rep2	-1	26.26	78.27	1.97	
66	62	AY192	4B-rep3	-1	26.39	78.13	1.96	
66	63	AY192	4C-rep1	-1	25.14	78.27	1.96	
66	64	AY192	4C-rep2	-1	25.13	78.25	1.97	
66	65	AY192	4C-rep3	-1	24.37	78.31	1.96	
66	69	AY192	5A-rep1	-1	21.3	78.52	2	
66	70	AY192	5A-rep2	-1	21.1	78.45	1.99	
66	71	AY192	5A-rep3	-1	21.23	78.48	1.98	
66	60	AY192	5C-rep1	-1	22.1	78.6	2	
66	61	AY192	5C-rep2	-1	22.13	78.53	2	
66	62	AY192	5C-rep3	-1	23.73	78.36	1.96	
4	0	AY193	4B-rep1	-1	26.55	77.66	1.93	
4	1	AY193	4B-rep2	-1	26.98	77.64	1.95	
4	2	AY193	4B-rep3	-1	25.9	77.67	1.95	
4	3	AY193	4C-rep1	-1	25.61	77.52	1.94	
4	4	AY193	4C-rep2	-1	26.37	77.54	1.94	
4	5	AY193	4C-rep3	-1	26.25	77.54	1.93	
4	9	AY193	5A-rep1	-1	20.98	77.45	1.97	
4	10	AY193	5A-rep2	-1	21	77.44	1.97	
4	11	AY193	5A-rep3	-1	21.18	77.45	1.95	
4	0	AY193	5C-rep1	-1	21.48	77.92	1.96	
4	1	AY193	5C-rep2	-1	21.3	77.89	1.95	
4	2	AY193	5C-rep3	-1	21.1	77.83	2	
13	0	AY194	4B-rep1	-1				NoAmplification
13	1	AY194	4B-rep2	-1				NoAmplification
13	2	AY194	4B-rep3	-1				NoAmplification
13	3	AY194	4C-rep1	-1				NoAmplification
13	4	AY194	4C-rep2	-1				NoAmplification
13	5	AY194	4C-rep3	-1				NoAmplification
13	9	AY194	5A-rep1	-1				NoAmplification
13	10	AY194	5A-rep2	-1				NoAmplification
13	11	AY194	5A-rep3	-1				NoAmplification
13	0	AY194	5C-rep1	-1				NoAmplification
13	1	AY194	5C-rep2	-1				NoAmplification
13	2	AY194	5C-rep3	-1				NoAmplification
22	0	AY195	4B-rep1	-1	27.81	78.76	1.94	
22	1	AY195	4B-rep2	-1	27.76	78.88	1.94	
22	2	AY195	4B-rep3	-1	26.13	78.87	1.95	
22	3	AY195	4C-rep1	-1	25.19	78.75	1.92	
22	4	AY195	4C-rep2	-1	28.4	78.76	1.93	
22	5	AY195	4C-rep3	-1	26.18	78.82	1.93	
22	9	AY195	5A-rep1	-1	24.13	78.73	2	
22	10	AY195	5A-rep2	-1	24	78.73	2.01	
22	11	AY195	5A-rep3	-1	23.93	78.72	1.99	
22	0	AY195	5C-rep1	-1	25.93	79.01	1.95	
22	1	AY195	5C-rep2	-1	24.04	78.93	1.96	
22	2	AY195	5C-rep3	-1	24.31	78.99	1.93	
31	0	AY196	4B-rep1	-1	25.46	75.92	1.96	
31	1	AY196	4B-rep2	-1	26.79	75.71	1.96	
31	2	AY196	4B-rep3	-1	25.49	75.76	1.96	
31	3	AY196	4C-rep1	-1	24.79	75.83	1.95	
31	4	AY196	4C-rep2	-1	25.1	75.6	1.95	
31	5	AY196	4C-rep3	-1	24.87	75.73	1.95	
31	9	AY196	5A-rep1	-1	22.58	75.51	2	
31	10	AY196	5A-rep2	-1	22.08	75.5	1.99	
31	11	AY196	5A-rep3	-1	22.11	75.48	2.02	
31	0	AY196	5C-rep1	-1	24.39	75.72	1.97	
31	1	AY196	5C-rep2	-1	22.29	75.64	2	
31	2	AY196	5C-rep3	-1	23.06	75.73	2	
40	0	AY197	4B-rep1	-1	22.74	85.43	1.88	
40	1	AY197	4B-rep2	-1	22.69	85.48	1.88	
40	2	AY197	4B-rep3	-1	21.7	85.53	1.91	
40	3	AY197	4C-rep1	-1	21.04	85.51	1.93	
40	4	AY197	4C-rep2	-1	21.45	85.52	1.88	
40	5	AY197	4C-rep3	-1	21.61	85.48	1.9	
40	9	AY197	5A-rep1	-1	19.43	85.55	1.9	
40	10	AY197	5A-rep2	-1	19.48	85.52	1.89	
40	11	AY197	5A-rep3	-1	19.56	85.48	1.9	
40	0	AY197	5C-rep1	-1	21.29	85.66	1.91	
40	1	AY197	5C-rep2	-1	21.07	85.68	1.91	
40	2	AY197	5C-rep3	-1	19.6	85.71	1.95	
49	0	AY198	4B-rep1	-1	28.35	75.98	1.92	
49	1	AY198	4B-rep2	-1				NoAmplification
49	2	AY198	4B-rep3	-1	27.31	76.2	1.92	
49	3	AY198	4C-rep1	-1	28.93	76	1.9	
49	4	AY198	4C-rep2	-1	26.37	76.15	1.93	
49	5	AY198	4C-rep3	-1	29.26	76.05	1.93	
49	9	AY198	5A-rep1	-1	27.6	76.02	1.92	
49	10	AY198	5A-rep2	-1	26.38	75.96	1.94	
49	11	AY198	5A-rep3	-1	26.32	75.95	1.91	
49	0	AY198	5C-rep1	-1	29.33	76.03	1.94	
49	1	AY198	5C-rep2	-1	28.24	76.13	1.92	
49	2	AY198	5C-rep3	-1	25.8	76.24	1.91	
58	0	AY199	4B-rep1	-1				NoAmplification
58	1	AY199	4B-rep2	-1				CtIsLarge. CurveFitFailed
58	2	AY199	4B-rep3	-1	27.66	76.25	1.96	
58	3	AY199	4C-rep1	-1	27.79	76.16	1.93	
58	4	AY199	4C-rep2	-1	28.84	76.27	1.93	
58	5	AY199	4C-rep3	-1	28.01	76.25	1.94	
58	9	AY199	5A-rep1	-1	26.19	76.09	1.99	
58	10	AY199	5A-rep2	-1	26.91	76.06	1.99	
58	11	AY199	5A-rep3	-1	26.52	76.06	1.97	
58	0	AY199	5C-rep1	-1	28.3	76.3	1.95	
58	1	AY199	5C-rep2	-1	27.6	76.35	1.96	
58	2	AY199	5C-rep3	-1	26.69	76.34	1.96	
9	0	AY2	4B-rep1	-1	13.58	83.52	1.88	
9	1	AY2	4B-rep2	-1	13.66	83.57	1.93	
9	2	AY2	4B-rep3	-1	12.8	83.58	2.02	
9	3	AY2	4C-rep1	-1	12.54	83.55	1.98	
9	4	AY2	4C-rep2	-1	13.08	83.51	1.92	
9	5	AY2	4C-rep3	-1	12.49	83.46	1.99	MultipleMeltPeaks
9	9	AY2	5A-rep1	-1	11.65	83.51	2.25	
9	10	AY2	5A-rep2	-1	11.33	83.54	2.38	
9	11	AY2	5A-rep3	-1	11.31	83.48	2.39	
9	0	AY2	5C-rep1	-1	12.03	84.05	2.21	
9	1	AY2	5C-rep2	-1	11.8	84.18	2.19	
9	2	AY2	5C-rep3	-1	11.7	84.15	2.23	
27	12	AY20	4B-rep1	-1				NoAmplification
27	13	AY20	4B-rep2	-1				NoAmplification
27	14	AY20	4B-rep3	-1				NoAmplification
27	15	AY20	4C-rep1	-1				NoAmplification
27	16	AY20	4C-rep2	-1				NoAmplification
27	17	AY20	4C-rep3	-1				NoAmplification
27	21	AY20	5A-rep1	-1	31.56	76.94	1.94	CtIsLarge
27	22	AY20	5A-rep2	-1				CtIsLarge. CurveFitFailed
27	23	AY20	5A-rep3	-1	30.16	76.95	1.94	CtIsLarge
27	12	AY20	5C-rep1	-1				CurveFitFailed
27	13	AY20	5C-rep2	-1	30.24	76.64	1.91	CtIsLarge
27	14	AY20	5C-rep3	-1				NoAmplification
67	0	AY200	4B-rep1	-1				NoAmplification
67	1	AY200	4B-rep2	-1				NoAmplification
67	2	AY200	4B-rep3	-1	28.95	73.89	2.06	
67	3	AY200	4C-rep1	-1	27.48	73.87	2.05	
67	4	AY200	4C-rep2	-1	28.06	73.9	2.04	
67	5	AY200	4C-rep3	-1	28.9	73.89	2.07	
67	9	AY200	5A-rep1	-1	23.87	73.8	2.16	
67	10	AY200	5A-rep2	-1	24.35	73.74	2.15	
67	11	AY200	5A-rep3	-1	24.1	73.76	2.17	
67	0	AY200	5C-rep1	-1	27.45	73.9	2.03	
67	1	AY200	5C-rep2	-1	26.53	74	2.06	
67	2	AY200	5C-rep3	-1	24.97	74.05	2.09	
4	24	AY201	4B-rep1	-1	20.49	80.83	1.93	
4	25	AY201	4B-rep2	-1	20.09	80.81	1.89	
4	26	AY201	4B-rep3	-1	20.64	80.75	1.89	
4	27	AY201	4C-rep1	-1	19.66	80.77	1.91	
4	28	AY201	4C-rep2	-1	19.6	80.76	1.89	
4	29	AY201	4C-rep3	-1	19.48	80.77	1.89	
4	33	AY201	5A-rep1	-1	16.99	80.77	1.93	
4	34	AY201	5A-rep2	-1	17.01	80.77	1.94	
4	35	AY201	5A-rep3	-1	17.2	80.76	1.89	
4	24	AY201	5C-rep1	-1	17.45	81.11	1.93	
4	25	AY201	5C-rep2	-1	17.41	81.09	1.94	
4	26	AY201	5C-rep3	-1	17.74	81.08	1.9	
13	24	AY202	4B-rep1	-1	19.78	82.4	1.92	
13	25	AY202	4B-rep2	-1	20.1	82.37	1.92	
13	26	AY202	4B-rep3	-1	20.53	82.32	1.91	
13	27	AY202	4C-rep1	-1	19.55	82.32	1.93	
13	28	AY202	4C-rep2	-1	19.11	82.36	1.9	
13	29	AY202	4C-rep3	-1	19.42	82.35	1.91	
13	33	AY202	5A-rep1	-1	17.16	82.28	1.98	
13	34	AY202	5A-rep2	-1	17.04	82.28	1.96	
13	35	AY202	5A-rep3	-1	16.97	82.28	1.96	
13	24	AY202	5C-rep1	-1	17.17	82.71	1.95	
13	25	AY202	5C-rep2	-1	17.3	82.71	1.94	
13	26	AY202	5C-rep3	-1	18.83	82.67	1.93	
22	24	AY203	4B-rep1	-1	23.42	84.63	1.82	
22	25	AY203	4B-rep2	-1	23.3	84.65	1.81	
22	26	AY203	4B-rep3	-1	23.48	84.61	1.83	
22	27	AY203	4C-rep1	-1	23.09	84.62	1.8	
22	28	AY203	4C-rep2	-1	23.05	84.6	1.77	LowEfficiency
22	29	AY203	4C-rep3	-1	23.02	84.54	1.8	
22	33	AY203	5A-rep1	-1	20.4	84.65	1.78	LowEfficiency
22	34	AY203	5A-rep2	-1	20.45	84.63	1.78	LowEfficiency
22	35	AY203	5A-rep3	-1	20.45	84.63	1.78	LowEfficiency
22	24	AY203	5C-rep1	-1	20.98	84.88	1.8	LowEfficiency
22	25	AY203	5C-rep2	-1	21.08	84.84	1.8	LowEfficiency
22	26	AY203	5C-rep3	-1	21	84.83	1.8	
31	24	AY204	4B-rep1	-1	25.53	83.13	1.96	
31	25	AY204	4B-rep2	-1	26.82	84.34	1.96	
31	26	AY204	4B-rep3	-1	26.99	85.07	1.94	
31	27	AY204	4C-rep1	-1	25.77	84.64	1.98	
31	28	AY204	4C-rep2	-1	24.99	84.67	1.95	
31	29	AY204	4C-rep3	-1	24.64	83.8	2	
31	33	AY204	5A-rep1	-1	23	84.14	2.07	
31	34	AY204	5A-rep2	-1	22.9	84.15	2.07	
31	35	AY204	5A-rep3	-1	23.08	84.55	2.08	
31	24	AY204	5C-rep1	-1	23.38	84.98	2.1	
31	25	AY204	5C-rep2	-1	23.12	84.65	2.08	
31	26	AY204	5C-rep3	-1	24	84.82	2	
40	24	AY205	4B-rep1	-1				NoAmplification
40	25	AY205	4B-rep2	-1	28.56	77.08	1.94	
40	26	AY205	4B-rep3	-1	27.28	76.72	1.94	
40	27	AY205	4C-rep1	-1	27.19	76.57	1.94	
40	28	AY205	4C-rep2	-1	26.91	76.48	1.92	
40	29	AY205	4C-rep3	-1	26.67	76.51	1.94	
40	33	AY205	5A-rep1	-1	23.36	76.52	1.96	
40	34	AY205	5A-rep2	-1	23.54	76.51	1.97	
40	35	AY205	5A-rep3	-1	23.91	76.57	1.98	
40	24	AY205	5C-rep1	-1	23.44	77.18	1.97	
40	25	AY205	5C-rep2	-1	24.41	77.49	1.97	
40	26	AY205	5C-rep3	-1	24.11	77.23	1.99	
49	24	AY206	4B-rep1	-1	25.14	77.71	2	
49	25	AY206	4B-rep2	-1	26.79	77.6	1.95	
49	26	AY206	4B-rep3	-1	25.35	77.63	1.99	
49	27	AY206	4C-rep1	-1	24.46	77.6	1.97	
49	28	AY206	4C-rep2	-1	24.35	77.63	1.99	
49	29	AY206	4C-rep3	-1	24.29	77.63	2.01	
49	33	AY206	5A-rep1	-1	21.95	77.61	2.01	
49	34	AY206	5A-rep2	-1	22.02	77.59	2.03	
49	35	AY206	5A-rep3	-1	21.57	77.57	2.02	
49	24	AY206	5C-rep1	-1	22.73	77.92	2.03	
49	25	AY206	5C-rep2	-1	22.89	77.86	2	
49	26	AY206	5C-rep3	-1	23.3	77.88	2.03	
58	24	AY207	4B-rep1	-1	28.44	77.61	1.97	
58	25	AY207	4B-rep2	-1	27.53	77.83	1.98	
58	26	AY207	4B-rep3	-1	27.74	77.47	1.96	
58	27	AY207	4C-rep1	-1	26.22	77.69	1.96	
58	28	AY207	4C-rep2	-1	27.01	77.61	1.95	
58	29	AY207	4C-rep3	-1	28.57	77.61	1.98	
58	33	AY207	5A-rep1	-1	22.56	77.68	2.01	
58	34	AY207	5A-rep2	-1	22.66	77.65	2.02	
58	35	AY207	5A-rep3	-1	22.62	77.65	1.99	
58	24	AY207	5C-rep1	-1	23.73	78.07	2.01	
58	25	AY207	5C-rep2	-1	23.38	78.04	2	
58	26	AY207	5C-rep3	-1	23.12	77.97	2.01	
67	24	AY208	4B-rep1	-1				CtIsLarge. CurveFitFailed
67	25	AY208	4B-rep2	-1				NoAmplification
67	26	AY208	4B-rep3	-1				CtIsLarge. CurveFitFailed
67	27	AY208	4C-rep1	-1				CtIsLarge. CurveFitFailed
67	28	AY208	4C-rep2	-1				CtIsLarge. CurveFitFailed
67	29	AY208	4C-rep3	-1				CtIsLarge. CurveFitFailed
67	33	AY208	5A-rep1	-1	34.59	81.11	1.9	CtIsLarge
67	34	AY208	5A-rep2	-1	34.22	81.05	1.89	CtIsLarge
67	35	AY208	5A-rep3	-1	32.98	81.08	1.9	CtIsLarge
67	24	AY208	5C-rep1	-1	33.57	81.48	1.9	CtIsLarge
67	25	AY208	5C-rep2	-1	32.01	81.28	1.92	CtIsLarge
67	26	AY208	5C-rep3	-1				CtIsLarge. CurveFitFailed
4	12	AY209	4B-rep1	-1				HighEfficiency. CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
4	13	AY209	4B-rep2	-1				NoAmplification
4	14	AY209	4B-rep3	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
4	15	AY209	4C-rep1	-1	28.37	83.27	1.85	
4	16	AY209	4C-rep2	-1	28.38	83.2	1.85	
4	17	AY209	4C-rep3	-1				NoAmplification
4	21	AY209	5A-rep1	-1				CurveFitFailed
4	22	AY209	5A-rep2	-1	26.69	82.95	1.87	
4	23	AY209	5A-rep3	-1				NoAmplification
4	12	AY209	5C-rep1	-1	29.04	83.25	1.79	LowEfficiency
4	13	AY209	5C-rep2	-1				CtIsLarge. CurveFitFailed
4	14	AY209	5C-rep3	-1	29.87	83.56	1.82	CtIsLarge
36	12	AY21	4B-rep1	-1	28.39	74.97	2	
36	13	AY21	4B-rep2	-1				NoAmplification
36	14	AY21	4B-rep3	-1				NoAmplification
36	15	AY21	4C-rep1	-1	27.75	75.14	2.06	
36	16	AY21	4C-rep2	-1	26.88	75.27	2.07	
36	17	AY21	4C-rep3	-1	28.5	75.16	2.05	
36	21	AY21	5A-rep1	-1	25.27	75.21	2.14	
36	22	AY21	5A-rep2	-1	25	75.18	2.15	
36	23	AY21	5A-rep3	-1	25.49	75.21	2.12	
36	12	AY21	5C-rep1	-1	27.53	75.2	2.04	
36	13	AY21	5C-rep2	-1	28.07	75.26	2.04	
36	14	AY21	5C-rep3	-1	26.32	75.28	2.13	
13	12	AY210	4B-rep1	-1				NoAmplification
13	13	AY210	4B-rep2	-1				NoAmplification
13	14	AY210	4B-rep3	-1				NoAmplification
13	15	AY210	4C-rep1	-1				NoAmplification
13	16	AY210	4C-rep2	-1				NoAmplification
13	17	AY210	4C-rep3	-1				NoAmplification
13	21	AY210	5A-rep1	-1				NoAmplification
13	22	AY210	5A-rep2	-1				NoAmplification
13	23	AY210	5A-rep3	-1				NoAmplification
13	12	AY210	5C-rep1	-1				NoAmplification
13	13	AY210	5C-rep2	-1				NoAmplification
13	14	AY210	5C-rep3	-1				NoAmplification
22	12	AY211	4B-rep1	-1	34.62	89.31	1.89	CtIsLarge. MultipleMeltPeaks
22	13	AY211	4B-rep2	-1	32.09	86.58	1.91	CtIsLarge
22	14	AY211	4B-rep3	-1	32.14	87.82	1.91	CtIsLarge
22	15	AY211	4C-rep1	-1	32.61	87.8	1.94	CtIsLarge
22	16	AY211	4C-rep2	-1	34.09	86.16	1.84	CtIsLarge. MultipleMeltPeaks
22	17	AY211	4C-rep3	-1	32.8	87.98	1.94	CtIsLarge
22	21	AY211	5A-rep1	-1	32.01	87.27	1.99	CtIsLarge
22	22	AY211	5A-rep2	-1	32.44	87.96	2.02	CtIsLarge. MultipleMeltPeaks
22	23	AY211	5A-rep3	-1	28.96	87.22	1.97	MultipleMeltPeaks
22	12	AY211	5C-rep1	-1	33.21	86.77	1.88	CtIsLarge. MultipleMeltPeaks
22	13	AY211	5C-rep2	-1	31.06	88.23	1.93	CtIsLarge. MultipleMeltPeaks
22	14	AY211	5C-rep3	-1	29.95	87.18	1.95	CtIsLarge
31	12	AY212	4B-rep1	-1				NoAmplification
31	13	AY212	4B-rep2	-1				NoAmplification
31	14	AY212	4B-rep3	-1				NoAmplification
31	15	AY212	4C-rep1	-1				CtIsLarge. SaturationBaselineRatioIsLow. CurveFitFailed
31	16	AY212	4C-rep2	-1				NoAmplification
31	17	AY212	4C-rep3	-1				NoAmplification
31	21	AY212	5A-rep1	-1	28.73	81.46	1.9	
31	22	AY212	5A-rep2	-1				NoAmplification
31	23	AY212	5A-rep3	-1	28.65	81.26	1.9	
31	12	AY212	5C-rep1	-1				NoAmplification
31	13	AY212	5C-rep2	-1				NoAmplification
31	14	AY212	5C-rep3	-1				NoAmplification
40	12	AY213	4B-rep1	-1				NoAmplification
40	13	AY213	4B-rep2	-1				NoAmplification
40	14	AY213	4B-rep3	-1				NoAmplification
40	15	AY213	4C-rep1	-1				NoAmplification
40	16	AY213	4C-rep2	-1				NoAmplification
40	17	AY213	4C-rep3	-1				NoAmplification
40	21	AY213	5A-rep1	-1				NoAmplification
40	22	AY213	5A-rep2	-1				NoAmplification
40	23	AY213	5A-rep3	-1				NoAmplification
40	12	AY213	5C-rep1	-1				NoAmplification
40	13	AY213	5C-rep2	-1				NoAmplification
