Row	Column	Assay	Sample	Conc	Ct	Tm	Efficiency	Flags
48	69	AY190	4A-rep1	-1	26.04	79.28	1.94	
48	70	AY190	4A-rep2	-1				NoAmplification
48	71	AY190	4A-rep3	-1	27.54	79.13	1.93	
48	60	AY190	6A-rep1	-1	26.54	79.09	1.93	
48	61	AY190	6A-rep2	-1				NoAmplification
48	62	AY190	6A-rep3	-1				NoAmplification
48	63	AY190	6B-rep1	-1				CurveFitFailed
48	64	AY190	6B-rep2	-1	27.01	79.07	1.92	
48	65	AY190	6B-rep3	-1	27.3	79.09	1.91	
48	66	AY190	6C-rep1	-1	28.87	78.93	1.9	
48	67	AY190	6C-rep2	-1	29.81	78.95	1.89	CtIsLarge
48	68	AY190	6C-rep3	-1	28.37	79.14	1.91	
57	69	AY191	4A-rep1	-1	25.61	81.55	1.91	
57	70	AY191	4A-rep2	-1	26.68	81.42	1.9	
57	71	AY191	4A-rep3	-1	25.9	81.44	1.89	
57	60	AY191	6A-rep1	-1	22.05	81.51	1.94	
57	61	AY191	6A-rep2	-1	22.72	81.42	1.92	
57	62	AY191	6A-rep3	-1	23.46	81.26	1.91	
57	63	AY191	6B-rep1	-1	24.08	81.28	1.9	
57	64	AY191	6B-rep2	-1	23.47	81.5	1.93	
57	65	AY191	6B-rep3	-1	23.87	81.45	1.93	
57	66	AY191	6C-rep1	-1	24.35	81.33	1.92	
57	67	AY191	6C-rep2	-1	24.01	81.52	1.91	
57	68	AY191	6C-rep3	-1	22.78	81.55	1.92	
66	69	AY192	4A-rep1	-1	24.88	78.36	1.98	
66	70	AY192	4A-rep2	-1	27.55	78.08	1.96	
66	71	AY192	4A-rep3	-1	25.92	78.24	1.96	
66	60	AY192	6A-rep1	-1	23.09	78.27	1.96	
66	61	AY192	6A-rep2	-1	22.75	78.27	1.97	
66	62	AY192	6A-rep3	-1	24.02	78.24	1.95	
66	63	AY192	6B-rep1	-1	23.37	78.31	1.96	
66	64	AY192	6B-rep2	-1	24.93	78.28	1.94	
66	65	AY192	6B-rep3	-1	23.55	78.24	1.96	
66	66	AY192	6C-rep1	-1	24.74	78.22	1.95	
66	67	AY192	6C-rep2	-1	23.81	78.31	1.96	
66	68	AY192	6C-rep3	-1	22.77	78.43	2	
4	9	AY193	4A-rep1	-1	25.83	77.2	1.9	
4	10	AY193	4A-rep2	-1	25.92	77.21	1.91	
4	11	AY193	4A-rep3	-1	26.93	77.21	1.91	
4	0	AY193	6A-rep1	-1	21.72	77.33	1.94	
4	1	AY193	6A-rep2	-1	21.8	77.22	1.94	
4	2	AY193	6A-rep3	-1	21.32	77.25	1.96	
4	3	AY193	6B-rep1	-1	23.57	77.08	1.91	
4	4	AY193	6B-rep2	-1	23.32	77.11	1.94	
4	5	AY193	6B-rep3	-1	23.19	77.08	1.91	
4	6	AY193	6C-rep1	-1	23.05	77.16	1.93	
4	7	AY193	6C-rep2	-1	22.73	77.17	1.94	
4	8	AY193	6C-rep3	-1	22.09	77.18	1.95	
13	9	AY194	4A-rep1	-1				NoAmplification
13	10	AY194	4A-rep2	-1				NoAmplification
13	11	AY194	4A-rep3	-1				NoAmplification
13	0	AY194	6A-rep1	-1				CurveFitFailed
13	1	AY194	6A-rep2	-1				LowEfficiency. CtIsSmall. CurveFitFailed
13	2	AY194	6A-rep3	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
13	3	AY194	6B-rep1	-1				CurveFitFailed
13	4	AY194	6B-rep2	-1				NoAmplification
13	5	AY194	6B-rep3	-1				NoAmplification
13	6	AY194	6C-rep1	-1				CurveFitFailed
13	7	AY194	6C-rep2	-1				CurveFitFailed
13	8	AY194	6C-rep3	-1				LowEfficiency. CtIsSmall. CurveFitFailed
22	9	AY195	4A-rep1	-1	25.77	78.5	1.9	
22	10	AY195	4A-rep2	-1	27.12	78.44	1.94	
22	11	AY195	4A-rep3	-1	28.42	78.41	1.92	
22	0	AY195	6A-rep1	-1	23.36	78.36	1.92	
22	1	AY195	6A-rep2	-1	22.03	78.53	1.96	
22	2	AY195	6A-rep3	-1	22.22	78.52	1.96	
22	3	AY195	6B-rep1	-1	23.44	78.61	1.95	
22	4	AY195	6B-rep2	-1	24.89	78.42	1.92	
22	5	AY195	6B-rep3	-1	24.08	78.4	1.93	
22	6	AY195	6C-rep1	-1	23.31	78.49	1.95	
22	7	AY195	6C-rep2	-1	23.16	78.47	1.95	
22	8	AY195	6C-rep3	-1	23.33	78.39	1.95	
31	9	AY196	4A-rep1	-1	25.07	75.44	1.93	
31	10	AY196	4A-rep2	-1	24.5	75.44	1.96	
31	11	AY196	4A-rep3	-1	24.22	75.58	1.97	
31	0	AY196	6A-rep1	-1	24.7	75.29	1.94	
31	1	AY196	6A-rep2	-1	22.67	75.51	1.98	
31	2	AY196	6A-rep3	-1	22.65	75.41	1.94	
31	3	AY196	6B-rep1	-1	23.03	75.36	1.97	
31	4	AY196	6B-rep2	-1	25.08	75.19	1.91	
31	5	AY196	6B-rep3	-1	24.47	75.25	1.93	
31	6	AY196	6C-rep1	-1	23.64	75.45	1.96	
31	7	AY196	6C-rep2	-1	22.94	75.33	1.96	
31	8	AY196	6C-rep3	-1	25.16	75.32	1.93	
40	9	AY197	4A-rep1	-1	22.68	85.34	1.9	
40	10	AY197	4A-rep2	-1	21.72	85.42	1.9	
40	11	AY197	4A-rep3	-1	21.34	85.43	1.9	
40	0	AY197	6A-rep1	-1				NoAmplification
40	1	AY197	6A-rep2	-1	22.61	85.45	1.88	
40	2	AY197	6A-rep3	-1	21.07	85.54	1.89	
40	3	AY197	6B-rep1	-1	21.57	85.52	1.9	
40	4	AY197	6B-rep2	-1	20.77	85.56	1.89	
40	5	AY197	6B-rep3	-1	21.93	85.43	1.89	
40	6	AY197	6C-rep1	-1	21.16	85.59	1.9	
40	7	AY197	6C-rep2	-1	21.33	85.45	1.89	
40	8	AY197	6C-rep3	-1	21.86	85.33	1.9	
49	9	AY198	4A-rep1	-1				NoAmplification
49	10	AY198	4A-rep2	-1	27.69	75.88	1.91	
49	11	AY198	4A-rep3	-1	28.93	75.8	1.9	
49	0	AY198	6A-rep1	-1				NoAmplification
49	1	AY198	6A-rep2	-1	27.85	75.87	1.93	
49	2	AY198	6A-rep3	-1	26.83	75.98	1.94	
49	3	AY198	6B-rep1	-1	27.84	75.89	1.9	
49	4	AY198	6B-rep2	-1	26.93	75.96	1.93	
49	5	AY198	6B-rep3	-1	28.06	75.75	1.91	
49	6	AY198	6C-rep1	-1	27.05	75.97	1.93	
49	7	AY198	6C-rep2	-1	28.33	75.85	1.91	
49	8	AY198	6C-rep3	-1				NoAmplification
58	9	AY199	4A-rep1	-1				CurveFitFailed
58	10	AY199	4A-rep2	-1	28.17	75.92	1.93	
58	11	AY199	4A-rep3	-1	27.62	75.94	1.95	
58	0	AY199	6A-rep1	-1				NoAmplification
58	1	AY199	6A-rep2	-1	28.71	75.84	1.95	
58	2	AY199	6A-rep3	-1	27.25	76.02	1.97	
58	3	AY199	6B-rep1	-1	27.38	76.07	1.97	
58	4	AY199	6B-rep2	-1	28.24	76	1.94	
58	5	AY199	6B-rep3	-1	27.1	76.06	1.94	
58	6	AY199	6C-rep1	-1	28.41	75.98	1.94	
58	7	AY199	6C-rep2	-1	26.37	76.02	1.95	
58	8	AY199	6C-rep3	-1	28.48	75.82	1.94	
9	9	AY2	4A-rep1	-1	12.76	83.27	1.96	
9	10	AY2	4A-rep2	-1	12.19	83.24	2.01	
9	11	AY2	4A-rep3	-1	12.89	83.19	1.88	
9	0	AY2	6A-rep1	-1	13.97	83.4	1.8	LowEfficiency
9	1	AY2	6A-rep2	-1	13.31	83.52	1.88	
9	2	AY2	6A-rep3	-1	13.16	83.48	1.91	
9	3	AY2	6B-rep1	-1	13.79	83.39	1.77	LowEfficiency
9	4	AY2	6B-rep2	-1	14.18	83.27	1.67	LowEfficiency
9	5	AY2	6B-rep3	-1	14.09	83.3	1.76	LowEfficiency
9	6	AY2	6C-rep1	-1	13.5	83.46	1.89	
9	7	AY2	6C-rep2	-1	13.5	83.41	1.87	
9	8	AY2	6C-rep3	-1	12.72	83.46	1.99	
27	21	AY20	4A-rep1	-1				NoAmplification
27	22	AY20	4A-rep2	-1				NoAmplification
27	23	AY20	4A-rep3	-1	29.54	76.65	1.87	CtIsLarge
27	12	AY20	6A-rep1	-1				NoAmplification
27	13	AY20	6A-rep2	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
27	14	AY20	6A-rep3	-1				NoAmplification
27	15	AY20	6B-rep1	-1				CurveFitFailed
27	16	AY20	6B-rep2	-1				NoAmplification
27	17	AY20	6B-rep3	-1				NoAmplification
27	18	AY20	6C-rep1	-1	30.19	76.64	1.9	CtIsLarge
27	19	AY20	6C-rep2	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
27	20	AY20	6C-rep3	-1				CurveFitFailed
67	9	AY200	4A-rep1	-1	29.44	73.49	2.01	
67	10	AY200	4A-rep2	-1	27.49	73.61	2.07	
67	11	AY200	4A-rep3	-1	26.95	73.61	2.04	
67	0	AY200	6A-rep1	-1	26.72	73.44	2	
67	1	AY200	6A-rep2	-1	26.52	73.56	2.02	
67	2	AY200	6A-rep3	-1	25.92	73.68	2.02	
67	3	AY200	6B-rep1	-1	25.8	73.59	2.04	
67	4	AY200	6B-rep2	-1	26.03	73.76	2.04	
67	5	AY200	6B-rep3	-1	25.88	73.69	2.03	
67	6	AY200	6C-rep1	-1	26.29	73.69	2.09	
67	7	AY200	6C-rep2	-1	26.08	73.66	2.01	
67	8	AY200	6C-rep3	-1	27.79	73.52	2	
4	33	AY201	4A-rep1	-1	19.64	80.72	1.87	
4	34	AY201	4A-rep2	-1	20.54	80.64	1.86	
4	35	AY201	4A-rep3	-1	20.13	80.61	1.85	
4	24	AY201	6A-rep1	-1	19.75	80.81	1.89	
4	25	AY201	6A-rep2	-1	19.81	80.72	1.89	
4	26	AY201	6A-rep3	-1	20.53	80.67	1.88	
4	27	AY201	6B-rep1	-1	21.07	80.65	1.89	
4	28	AY201	6B-rep2	-1	19.94	80.7	1.87	
4	29	AY201	6B-rep3	-1	19.98	80.69	1.89	
4	30	AY201	6C-rep1	-1	20.76	80.69	1.88	
4	31	AY201	6C-rep2	-1	20.15	80.67	1.88	
4	32	AY201	6C-rep3	-1	19.41	80.67	1.86	
13	33	AY202	4A-rep1	-1	19.81	82.19	1.86	
13	34	AY202	4A-rep2	-1	20.25	82.23	1.87	
13	35	AY202	4A-rep3	-1	19.94	82.22	1.89	
13	24	AY202	6A-rep1	-1	19.08	82.36	1.92	
13	25	AY202	6A-rep2	-1	19.13	82.36	1.89	
13	26	AY202	6A-rep3	-1	19.77	82.27	1.89	
13	27	AY202	6B-rep1	-1	19.43	82.26	1.88	
13	28	AY202	6B-rep2	-1	20.16	82.2	1.88	
13	29	AY202	6B-rep3	-1	19.77	82.24	1.88	
13	30	AY202	6C-rep1	-1	19.79	82.24	1.88	
13	31	AY202	6C-rep2	-1	19.54	82.21	1.88	
13	32	AY202	6C-rep3	-1	18.8	82.26	1.91	
22	33	AY203	4A-rep1	-1	23.45	84.4	1.78	LowEfficiency
22	34	AY203	4A-rep2	-1	23.75	84.39	1.78	LowEfficiency
22	35	AY203	4A-rep3	-1	23.28	84.34	1.77	LowEfficiency
22	24	AY203	6A-rep1	-1	23.37	84.48	1.79	LowEfficiency
22	25	AY203	6A-rep2	-1	23.3	84.44	1.78	LowEfficiency
22	26	AY203	6A-rep3	-1	23.42	84.42	1.79	LowEfficiency
22	27	AY203	6B-rep1	-1	23.76	84.42	1.8	LowEfficiency
22	28	AY203	6B-rep2	-1	23.14	84.43	1.77	LowEfficiency
22	29	AY203	6B-rep3	-1	23.19	84.42	1.76	LowEfficiency
22	30	AY203	6C-rep1	-1	24.08	84.36	1.75	LowEfficiency
22	31	AY203	6C-rep2	-1	24.08	84.36	1.76	LowEfficiency
22	32	AY203	6C-rep3	-1	22.96	84.38	1.76	LowEfficiency
31	33	AY204	4A-rep1	-1	26.5	84.74	1.95	
31	34	AY204	4A-rep2	-1	26.46	84.75	1.96	
31	35	AY204	4A-rep3	-1	26.17	84.64	1.98	
31	24	AY204	6A-rep1	-1	25.57	84.48	1.96	
31	25	AY204	6A-rep2	-1	24.75	84.56	1.97	
31	26	AY204	6A-rep3	-1	25.35	84.1	1.95	
31	27	AY204	6B-rep1	-1	25.01	84.21	1.93	
31	28	AY204	6B-rep2	-1	25.45	84.45	1.95	
31	29	AY204	6B-rep3	-1	25.78	84.52	1.94	
31	30	AY204	6C-rep1	-1	25.92	84.57	1.93	
31	31	AY204	6C-rep2	-1	25.56	84.01	1.95	
31	32	AY204	6C-rep3	-1	24.67	84.23	1.97	
40	33	AY205	4A-rep1	-1	28.16	76.35	1.89	
40	34	AY205	4A-rep2	-1	28.05	76.31	1.91	
40	35	AY205	4A-rep3	-1	27.71	76.29	1.93	
40	24	AY205	6A-rep1	-1	26	76.75	1.93	
40	25	AY205	6A-rep2	-1	26.26	76.63	1.91	
40	26	AY205	6A-rep3	-1	27.5	77.26	1.93	
40	27	AY205	6B-rep1	-1	26.74	76.37	1.92	
40	28	AY205	6B-rep2	-1	25.26	76.43	1.91	
40	29	AY205	6B-rep3	-1	27.3	76.57	1.94	
40	30	AY205	6C-rep1	-1	27.2	76.33	1.92	
40	31	AY205	6C-rep2	-1	29.76	77.4	1.89	CtIsLarge
40	32	AY205	6C-rep3	-1	26.36	76.43	1.91	
49	33	AY206	4A-rep1	-1	25.93	77.36	1.96	
49	34	AY206	4A-rep2	-1	26.97	77.41	1.94	
49	35	AY206	4A-rep3	-1	25.36	77.43	1.95	
49	24	AY206	6A-rep1	-1	22.04	77.54	1.98	
49	25	AY206	6A-rep2	-1	22.37	77.47	1.97	
49	26	AY206	6A-rep3	-1	21.95	77.45	1.98	
49	27	AY206	6B-rep1	-1	22.65	77.42	1.97	
49	28	AY206	6B-rep2	-1	22.75	77.43	1.97	
49	29	AY206	6B-rep3	-1	22.51	77.46	1.99	
49	30	AY206	6C-rep1	-1	23.36	77.34	1.97	
49	31	AY206	6C-rep2	-1	22.81	77.41	1.98	
49	32	AY206	6C-rep3	-1	22.15	77.46	1.98	
58	33	AY207	4A-rep1	-1	26.13	77.25	1.92	
58	34	AY207	4A-rep2	-1	27.51	77.12	1.94	
58	35	AY207	4A-rep3	-1	27.14	77.13	1.92	
58	24	AY207	6A-rep1	-1	23.24	77.55	1.96	
58	25	AY207	6A-rep2	-1	23.49	77.45	1.92	
58	26	AY207	6A-rep3	-1	22.87	77.55	1.94	
58	27	AY207	6B-rep1	-1	23.86	77.57	1.94	
58	28	AY207	6B-rep2	-1	23.32	77.52	1.94	
58	29	AY207	6B-rep3	-1	23.12	77.52	1.95	
58	30	AY207	6C-rep1	-1	24.57	77.34	1.91	
58	31	AY207	6C-rep2	-1	24.11	77.46	1.92	
58	32	AY207	6C-rep3	-1	24.08	77.47	1.93	
67	33	AY208	4A-rep1	-1	34.29	79.85	1.89	CtIsLarge
67	34	AY208	4A-rep2	-1				CtIsLarge. CurveFitFailed
67	35	AY208	4A-rep3	-1				CtIsLarge. CurveFitFailed
67	24	AY208	6A-rep1	-1				NoAmplification
67	25	AY208	6A-rep2	-1				CtIsLarge. CurveFitFailed
67	26	AY208	6A-rep3	-1				NoAmplification
67	27	AY208	6B-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
67	28	AY208	6B-rep2	-1	34.11	80.45	1.87	CtIsLarge
67	29	AY208	6B-rep3	-1				NoAmplification
67	30	AY208	6C-rep1	-1				NoAmplification
67	31	AY208	6C-rep2	-1				NoAmplification
67	32	AY208	6C-rep3	-1				NoAmplification
4	21	AY209	4A-rep1	-1	27.07	83.15	1.81	
4	22	AY209	4A-rep2	-1	28.97	82.63	1.8	
4	23	AY209	4A-rep3	-1				NoAmplification
4	12	AY209	6A-rep1	-1	22.55	83.28	1.82	
4	13	AY209	6A-rep2	-1	23.57	83.12	1.86	
4	14	AY209	6A-rep3	-1	23.34	83.19	1.85	
4	15	AY209	6B-rep1	-1	27.16	82.84	1.84	
4	16	AY209	6B-rep2	-1	25.39	82.94	1.85	
4	17	AY209	6B-rep3	-1	25.25	82.94	1.84	
4	18	AY209	6C-rep1	-1	25.05	83.07	1.84	
4	19	AY209	6C-rep2	-1	23.97	83.12	1.87	
4	20	AY209	6C-rep3	-1	24.46	83.02	1.83	
36	21	AY21	4A-rep1	-1	28.61	74.74	1.99	
36	22	AY21	4A-rep2	-1	27.31	74.89	2.05	
36	23	AY21	4A-rep3	-1	27.33	74.86	2.07	
36	12	AY21	6A-rep1	-1	26.96	74.38	2.02	
36	13	AY21	6A-rep2	-1	27.86	71.21	2.02	
36	14	AY21	6A-rep3	-1	27	74.46	2.06	
36	15	AY21	6B-rep1	-1	28.04	74.54	2.07	
36	16	AY21	6B-rep2	-1	26.14	74.61	2.1	
36	17	AY21	6B-rep3	-1				NoAmplification
36	18	AY21	6C-rep1	-1				NoAmplification
36	19	AY21	6C-rep2	-1	27.81	71.26	2.06	
36	20	AY21	6C-rep3	-1				CurveFitFailed
13	21	AY210	4A-rep1	-1				NoAmplification
13	22	AY210	4A-rep2	-1				NoAmplification
13	23	AY210	4A-rep3	-1				NoAmplification
13	12	AY210	6A-rep1	-1				NoAmplification
13	13	AY210	6A-rep2	-1				NoAmplification
13	14	AY210	6A-rep3	-1				NoAmplification
13	15	AY210	6B-rep1	-1				NoAmplification
13	16	AY210	6B-rep2	-1				NoAmplification
13	17	AY210	6B-rep3	-1				NoAmplification
13	18	AY210	6C-rep1	-1				NoAmplification
13	19	AY210	6C-rep2	-1				NoAmplification
13	20	AY210	6C-rep3	-1				NoAmplification
22	21	AY211	4A-rep1	-1	33.46	87.29	1.95	CtIsLarge
22	22	AY211	4A-rep2	-1	33.79	87.11	1.9	CtIsLarge
22	23	AY211	4A-rep3	-1	34.33	89.09	1.82	CtIsLarge. MultipleMeltPeaks
22	12	AY211	6A-rep1	-1	34.92	86.95	1.8	CtIsLarge. MultipleMeltPeaks
22	13	AY211	6A-rep2	-1	34.15	86.07	1.93	CtIsLarge. MultipleMeltPeaks
22	14	AY211	6A-rep3	-1	33.1	87.28	1.93	CtIsLarge
22	15	AY211	6B-rep1	-1	34.69	87.41	1.86	CtIsLarge. MultipleMeltPeaks
22	16	AY211	6B-rep2	-1	33.51	86.32	1.84	CtIsLarge. MultipleMeltPeaks
22	17	AY211	6B-rep3	-1				CtIsLarge. CurveFitFailed
22	18	AY211	6C-rep1	-1	34.75	85.66	1.86	CtIsLarge
22	19	AY211	6C-rep2	-1	34.69	87.95	1.83	CtIsLarge. MultipleMeltPeaks
22	20	AY211	6C-rep3	-1				CtIsLarge. CurveFitFailed
31	21	AY212	4A-rep1	-1				NoAmplification
31	22	AY212	4A-rep2	-1				NoAmplification
31	23	AY212	4A-rep3	-1				NoAmplification
31	12	AY212	6A-rep1	-1				NoAmplification
31	13	AY212	6A-rep2	-1				LowEfficiency. CtIsSmall. CurveFitFailed
31	14	AY212	6A-rep3	-1				LowEfficiency. CtIsSmall. CurveFitFailed
31	15	AY212	6B-rep1	-1	33.53	73.96	1.95	CtIsLarge
31	16	AY212	6B-rep2	-1				NoAmplification
31	17	AY212	6B-rep3	-1				NoAmplification
31	18	AY212	6C-rep1	-1				CurveFitFailed
31	19	AY212	6C-rep2	-1				CurveFitFailed
31	20	AY212	6C-rep3	-1				NoAmplification
40	21	AY213	4A-rep1	-1				NoAmplification
40	22	AY213	4A-rep2	-1				NoAmplification
40	23	AY213	4A-rep3	-1				NoAmplification
40	12	AY213	6A-rep1	-1				NoAmplification
40	13	AY213	6A-rep2	-1				NoAmplification
40	14	AY213	6A-rep3	-1				NoAmplification
40	15	AY213	6B-rep1	-1				NoAmplification
40	16	AY213	6B-rep2	-1				CtIsLarge. CurveFitFailed
40	17	AY213	6B-rep3	-1				NoAmplification
40	18	AY213	6C-rep1	-1				NoAmplification
40	19	AY213	6C-rep2	-1				NoAmplification
40	20	AY213	6C-rep3	-1				NoAmplification
49	21	AY214	4A-rep1	-1				CtIsLarge. CurveFitFailed
49	22	AY214	4A-rep2	-1				CtIsLarge. CurveFitFailed
49	23	AY214	4A-rep3	-1				CtIsLarge. CurveFitFailed
49	12	AY214	6A-rep1	-1	31.01	78.39	2.05	CtIsLarge
49	13	AY214	6A-rep2	-1	34.69	74.34	1.84	CtIsLarge
49	14	AY214	6A-rep3	-1	34.48	79.84	1.89	CtIsLarge
49	15	AY214	6B-rep1	-1				CtIsLarge. CurveFitFailed
49	16	AY214	6B-rep2	-1				CtIsLarge. CurveFitFailed
49	17	AY214	6B-rep3	-1				CtIsLarge. CurveFitFailed
49	18	AY214	6C-rep1	-1	34.65	79.1	1.87	CtIsLarge
49	19	AY214	6C-rep2	-1				CtIsLarge. CurveFitFailed
49	20	AY214	6C-rep3	-1	32.83	79.27	2.11	CtIsLarge
58	21	AY215	4A-rep1	-1				CtIsLarge. CurveFitFailed
58	22	AY215	4A-rep2	-1	34.63	86.02	1.85	CtIsLarge. MultipleMeltPeaks
58	23	AY215	4A-rep3	-1	33.25	89.4	1.88	CtIsLarge
58	12	AY215	6A-rep1	-1				CtIsLarge. CurveFitFailed
58	13	AY215	6A-rep2	-1				CtIsLarge. CurveFitFailed
58	14	AY215	6A-rep3	-1	34.74	84.89	1.89	CtIsLarge. MultipleMeltPeaks
58	15	AY215	6B-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
58	16	AY215	6B-rep2	-1	34.29	86.93	1.87	CtIsLarge
58	17	AY215	6B-rep3	-1	31.6	85.15	1.87	CtIsLarge. MultipleMeltPeaks
58	18	AY215	6C-rep1	-1	34.9	84	1.85	CtIsLarge
58	19	AY215	6C-rep2	-1				CtIsLarge. CurveFitFailed
58	20	AY215	6C-rep3	-1				CtIsLarge. CurveFitFailed
67	21	AY216	4A-rep1	-1				NoAmplification
67	22	AY216	4A-rep2	-1				NoAmplification
67	23	AY216	4A-rep3	-1				NoAmplification
67	12	AY216	6A-rep1	-1				NoAmplification
67	13	AY216	6A-rep2	-1				NoAmplification
67	14	AY216	6A-rep3	-1				CurveFitFailed
67	15	AY216	6B-rep1	-1				LowEfficiency. CtIsSmall. CurveFitFailed. HighBaseline
67	16	AY216	6B-rep2	-1				CurveFitFailed
67	17	AY216	6B-rep3	-1				CurveFitFailed
67	18	AY216	6C-rep1	-1				NoAmplification
67	19	AY216	6C-rep2	-1				NoAmplification
67	20	AY216	6C-rep3	-1				NoAmplification
4	45	AY217	4A-rep1	-1				NoAmplification
4	46	AY217	4A-rep2	-1				NoAmplification
4	47	AY217	4A-rep3	-1				NoAmplification
4	36	AY217	6A-rep1	-1				NoAmplification
4	37	AY217	6A-rep2	-1				NoAmplification
4	38	AY217	6A-rep3	-1				NoAmplification
4	39	AY217	6B-rep1	-1				NoAmplification
4	40	AY217	6B-rep2	-1				NoAmplification
4	41	AY217	6B-rep3	-1				NoAmplification
4	42	AY217	6C-rep1	-1				NoAmplification
4	43	AY217	6C-rep2	-1				NoAmplification
4	44	AY217	6C-rep3	-1				NoAmplification
13	45	AY218	4A-rep1	-1				NoAmplification
13	46	AY218	4A-rep2	-1				NoAmplification
13	47	AY218	4A-rep3	-1				NoAmplification
13	36	AY218	6A-rep1	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
13	37	AY218	6A-rep2	-1				LowEfficiency. CtIsSmall. SaturationBaselineRatioIsLow. CurveFitFailed
13	38	AY218	6A-rep3	-1				NoAmplification
13	39	AY218	6B-rep1	-1				NoAmplification
13	40	AY218	6B-rep2	-1				NoAmplification
13	41	AY218	6B-rep3	-1				NoAmplification
13	42	AY218	6C-rep1	-1				NoAmplification
13	43	AY218	6C-rep2	-1				NoAmplification
13	44	AY218	6C-rep3	-1				NoAmplification
22	45	AY219	4A-rep1	-1				CurveFitFailed
22	46	AY219	4A-rep2	-1	34.29	85.21	1.87	CtIsLarge
22	47	AY219	4A-rep3	-1				CurveFitFailed
22	36	AY219	6A-rep1	-1				CurveFitFailed
22	37	AY219	6A-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
22	38	AY219	6A-rep3	-1				CurveFitFailed
22	39	AY219	6B-rep1	-1	31.57	74.45	1.92	CtIsLarge
22	40	AY219	6B-rep2	-1				CtIsLarge. CurveFitFailed
22	41	AY219	6B-rep3	-1				CtIsLarge. CurveFitFailed
22	42	AY219	6C-rep1	-1				CurveFitFailed
22	43	AY219	6C-rep2	-1				NoAmplification
22	44	AY219	6C-rep3	-1	32.82	74.28	1.91	CtIsLarge
45	21	AY22	4A-rep1	-1				NoAmplification
45	22	AY22	4A-rep2	-1				NoAmplification
45	23	AY22	4A-rep3	-1				NoAmplification
45	12	AY22	6A-rep1	-1				NoAmplification
45	13	AY22	6A-rep2	-1	28.62	78.61	1.96	
45	14	AY22	6A-rep3	-1	27.85	78.69	1.98	
45	15	AY22	6B-rep1	-1	26.57	78.77	1.97	
45	16	AY22	6B-rep2	-1	26.79	78.8	1.97	
45	17	AY22	6B-rep3	-1	27.68	78.64	1.97	
45	18	AY22	6C-rep1	-1	27.83	78.7	1.97	
45	19	AY22	6C-rep2	-1	27.82	78.7	1.97	
45	20	AY22	6C-rep3	-1	27.25	78.66	1.97	
31	45	AY220	4A-rep1	-1				NoAmplification
31	46	AY220	4A-rep2	-1				NoAmplification
31	47	AY220	4A-rep3	-1				NoAmplification
31	36	AY220	6A-rep1	-1				CurveFitFailed
31	37	AY220	6A-rep2	-1				NoAmplification
31	38	AY220	6A-rep3	-1				NoAmplification
31	39	AY220	6B-rep1	-1				NoAmplification
31	40	AY220	6B-rep2	-1				CurveFitFailed
31	41	AY220	6B-rep3	-1				CurveFitFailed
31	42	AY220	6C-rep1	-1				CurveFitFailed
31	43	AY220	6C-rep2	-1				NoAmplification
31	44	AY220	6C-rep3	-1				CurveFitFailed
40	45	AY221	4A-rep1	-1				CurveFitFailed
40	46	AY221	4A-rep2	-1				CurveFitFailed
40	47	AY221	4A-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
40	36	AY221	6A-rep1	-1	30.02	77.58	1.88	CtIsLarge
40	37	AY221	6A-rep2	-1				NoAmplification
40	38	AY221	6A-rep3	-1				CtIsLarge. CurveFitFailed
40	39	AY221	6B-rep1	-1				CurveFitFailed
40	40	AY221	6B-rep2	-1				CurveFitFailed
40	41	AY221	6B-rep3	-1				CurveFitFailed
40	42	AY221	6C-rep1	-1				CurveFitFailed
40	43	AY221	6C-rep2	-1				CurveFitFailed
40	44	AY221	6C-rep3	-1				CurveFitFailed
49	45	AY222	4A-rep1	-1				CtIsLarge. CurveFitFailed
49	46	AY222	4A-rep2	-1	33.3	74.5	1.98	CtIsLarge
49	47	AY222	4A-rep3	-1				CtIsLarge. CurveFitFailed
49	36	AY222	6A-rep1	-1				CtIsLarge. CurveFitFailed
49	37	AY222	6A-rep2	-1				CtIsLarge. CurveFitFailed
49	38	AY222	6A-rep3	-1				CtIsLarge. CurveFitFailed
49	39	AY222	6B-rep1	-1				CtIsLarge. CurveFitFailed
49	40	AY222	6B-rep2	-1				CtIsLarge. CurveFitFailed
49	41	AY222	6B-rep3	-1				CtIsLarge. CurveFitFailed
49	42	AY222	6C-rep1	-1				CtIsLarge. CurveFitFailed
49	43	AY222	6C-rep2	-1				CtIsLarge. CurveFitFailed
49	44	AY222	6C-rep3	-1	33.91	74.31	1.97	CtIsLarge
58	45	AY223	4A-rep1	-1				NoAmplification
58	46	AY223	4A-rep2	-1				NoAmplification
58	47	AY223	4A-rep3	-1				CtIsLarge. CurveFitFailed
