Row	Column	Assay	Sample	Conc	Ct	Tm	Efficiency	Flags
11	20	AY114	7C-rep3	-1				NoAmplification
11	21	AY114	8A-rep1	-1				NoAmplification
11	22	AY114	8A-rep2	-1				NoAmplification
11	23	AY114	8A-rep3	-1				NoAmplification
11	12	AY114	8C-rep1	-1				CurveFitFailed
11	13	AY114	8C-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
11	14	AY114	8C-rep3	-1				CtIsLarge. CurveFitFailed
20	12	AY115	7A-rep1	-1				NoAmplification
20	13	AY115	7A-rep2	-1				NoAmplification
20	14	AY115	7A-rep3	-1				NoAmplification
20	15	AY115	7B-rep1	-1				NoAmplification
20	16	AY115	7B-rep2	-1				NoAmplification
20	17	AY115	7B-rep3	-1				NoAmplification
20	18	AY115	7C-rep1	-1				NoAmplification
20	19	AY115	7C-rep2	-1				NoAmplification
20	20	AY115	7C-rep3	-1				NoAmplification
20	21	AY115	8A-rep1	-1				NoAmplification
20	22	AY115	8A-rep2	-1				NoAmplification
20	23	AY115	8A-rep3	-1				NoAmplification
20	12	AY115	8C-rep1	-1				NoAmplification
20	13	AY115	8C-rep2	-1	28.55	76.16	2	
20	14	AY115	8C-rep3	-1				NoAmplification
29	12	AY116	7A-rep1	-1	31.93	77.29	2.07	CtIsLarge. MultipleMeltPeaks
29	13	AY116	7A-rep2	-1	34.98	85.85	1.88	CtIsLarge. MultipleMeltPeaks
29	14	AY116	7A-rep3	-1				CtIsLarge. CurveFitFailed
29	15	AY116	7B-rep1	-1	34.13	85.56	2	CtIsLarge. MultipleMeltPeaks
29	16	AY116	7B-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
29	17	AY116	7B-rep3	-1	34.99	86.41	1.83	CtIsLarge. MultipleMeltPeaks
29	18	AY116	7C-rep1	-1				CtIsLarge. CurveFitFailed
29	19	AY116	7C-rep2	-1	34.37	88.31	1.87	CtIsLarge
29	20	AY116	7C-rep3	-1				CtIsLarge. CurveFitFailed
29	21	AY116	8A-rep1	-1				CtIsLarge. CurveFitFailed
29	22	AY116	8A-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
29	23	AY116	8A-rep3	-1				NoAmplification
29	12	AY116	8C-rep1	-1				CtIsLarge. CurveFitFailed
29	13	AY116	8C-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
29	14	AY116	8C-rep3	-1	34.2	86.3	2.12	CtIsLarge. MultipleMeltPeaks
38	12	AY117	7A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	13	AY117	7A-rep2	-1	34.28	87.86	1.81	CtIsLarge
38	14	AY117	7A-rep3	-1	34.86	88.25	1.76	LowEfficiency. CtIsLarge
38	15	AY117	7B-rep1	-1	33.88	88.61	1.8	CtIsLarge
38	16	AY117	7B-rep2	-1	32.67	88.33	1.87	CtIsLarge
38	17	AY117	7B-rep3	-1	33.06	88.41	1.84	CtIsLarge
38	18	AY117	7C-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	19	AY117	7C-rep2	-1	33.41	88.46	1.83	CtIsLarge
38	20	AY117	7C-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	21	AY117	8A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	22	AY117	8A-rep2	-1				NoAmplification
38	23	AY117	8A-rep3	-1				NoAmplification
38	12	AY117	8C-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	13	AY117	8C-rep2	-1				LowEfficiency. CtIsLarge. CurveFitFailed
38	14	AY117	8C-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
47	12	AY118	7A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
47	13	AY118	7A-rep2	-1				CurveFitFailed
47	14	AY118	7A-rep3	-1				CtIsLarge. CurveFitFailed
47	15	AY118	7B-rep1	-1				CtIsLarge. CurveFitFailed
47	16	AY118	7B-rep2	-1	34.52	79.9	1.82	CtIsLarge
47	17	AY118	7B-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
47	18	AY118	7C-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
47	19	AY118	7C-rep2	-1				CtIsLarge. CurveFitFailed
47	20	AY118	7C-rep3	-1	34.77	79.67	1.86	CtIsLarge
47	21	AY118	8A-rep1	-1				NoAmplification
47	22	AY118	8A-rep2	-1				CtIsLarge. CurveFitFailed
47	23	AY118	8A-rep3	-1				CtIsLarge. CurveFitFailed
47	12	AY118	8C-rep1	-1				CtIsLarge. CurveFitFailed
47	13	AY118	8C-rep2	-1				CtIsLarge. CurveFitFailed
47	14	AY118	8C-rep3	-1				LowEfficiency. CtIsLarge. CurveFitFailed
56	12	AY119	7A-rep1	-1	33.37	88.64	1.79	LowEfficiency. CtIsLarge
56	13	AY119	7A-rep2	-1	29.82	87.68	1.84	CtIsLarge
56	14	AY119	7A-rep3	-1	31.23	88.45	1.97	CtIsLarge
56	15	AY119	7B-rep1	-1	29.28	88.51	1.94	
56	16	AY119	7B-rep2	-1	30.33	88.63	1.93	CtIsLarge
56	17	AY119	7B-rep3	-1	29.61	88.74	1.93	CtIsLarge
56	18	AY119	7C-rep1	-1	28.88	87.28	1.89	
56	19	AY119	7C-rep2	-1	29.25	89	1.91	
56	20	AY119	7C-rep3	-1	30.68	89.5	1.85	CtIsLarge
56	21	AY119	8A-rep1	-1				LowEfficiency. CtIsLarge. CurveFitFailed
56	22	AY119	8A-rep2	-1	32.24	83.32	1.87	CtIsLarge
56	23	AY119	8A-rep3	-1	33.86	77.56	1.9	CtIsLarge. MultipleMeltPeaks
56	12	AY119	8C-rep1	-1	29.28	89.16	1.94	
56	13	AY119	8C-rep2	-1	28.79	89.05	1.91	MultipleMeltPeaks
56	14	AY119	8C-rep3	-1	29.61	89.42	1.92	CtIsLarge
27	24	AY12	7A-rep1	-1				NoAmplification
27	25	AY12	7A-rep2	-1				NoAmplification
27	26	AY12	7A-rep3	-1				NoAmplification
27	27	AY12	7B-rep1	-1				NoAmplification
27	28	AY12	7B-rep2	-1				NoAmplification
27	29	AY12	7B-rep3	-1				NoAmplification
27	30	AY12	7C-rep1	-1				NoAmplification
27	31	AY12	7C-rep2	-1				NoAmplification
27	32	AY12	7C-rep3	-1				NoAmplification
27	33	AY12	8A-rep1	-1				NoAmplification
27	34	AY12	8A-rep2	-1				NoAmplification
27	35	AY12	8A-rep3	-1				NoAmplification
27	24	AY12	8C-rep1	-1				CtIsLarge. CurveFitFailed
27	25	AY12	8C-rep2	-1				CtIsLarge. CurveFitFailed
27	26	AY12	8C-rep3	-1				CurveFitFailed
65	12	AY120	7A-rep1	-1	25.32	80	1.97	
65	13	AY120	7A-rep2	-1	25.2	80	1.97	
65	14	AY120	7A-rep3	-1	23.85	80.21	1.96	
65	15	AY120	7B-rep1	-1	23.86	80.22	1.96	
65	16	AY120	7B-rep2	-1	23.85	80.22	1.96	
65	17	AY120	7B-rep3	-1				NoAmplification
65	18	AY120	7C-rep1	-1	23.01	80.22	1.94	
65	19	AY120	7C-rep2	-1	23.31	80.23	1.94	
65	20	AY120	7C-rep3	-1	24.35	80.05	1.96	
65	21	AY120	8A-rep1	-1	26.69	79.84	1.93	
65	22	AY120	8A-rep2	-1	26.26	79.9	1.93	
65	23	AY120	8A-rep3	-1	26.72	79.84	1.9	
65	12	AY120	8C-rep1	-1	24.35	80.21	1.98	
65	13	AY120	8C-rep2	-1	24.58	80.21	1.96	
65	14	AY120	8C-rep3	-1	24.55	80.14	1.98	
2	36	AY121	7A-rep1	-1	29.77	88.35	1.88	CtIsLarge
2	37	AY121	7A-rep2	-1	30.19	90.29	1.88	CtIsLarge
2	38	AY121	7A-rep3	-1	30.36	90.39	1.86	CtIsLarge. MultipleMeltPeaks
2	39	AY121	7B-rep1	-1	30.38	89.14	1.88	CtIsLarge
2	40	AY121	7B-rep2	-1	30.31	88.3	1.9	CtIsLarge. MultipleMeltPeaks
2	41	AY121	7B-rep3	-1	30.12	88.94	1.88	CtIsLarge
2	42	AY121	7C-rep1	-1	29.73	89.63	1.88	CtIsLarge
2	43	AY121	7C-rep2	-1	29.05	88.01	1.86	
2	44	AY121	7C-rep3	-1	30.12	89.2	1.85	CtIsLarge
2	45	AY121	8A-rep1	-1	32.76	85.54	1.88	CtIsLarge
2	46	AY121	8A-rep2	-1	34.86	86.06	1.83	CtIsLarge
2	47	AY121	8A-rep3	-1	32.26	85.98	1.83	CtIsLarge
2	36	AY121	8C-rep1	-1	29.83	88.07	1.92	CtIsLarge
2	37	AY121	8C-rep2	-1	29.28	88.61	1.92	
2	38	AY121	8C-rep3	-1	29.9	88.5	1.89	CtIsLarge
11	36	AY122	7A-rep1	-1				NoAmplification
11	37	AY122	7A-rep2	-1	28.7	76.33	1.93	
11	38	AY122	7A-rep3	-1				NoAmplification
11	39	AY122	7B-rep1	-1				NoAmplification
11	40	AY122	7B-rep2	-1				NoAmplification
11	41	AY122	7B-rep3	-1				NoAmplification
11	42	AY122	7C-rep1	-1				NoAmplification
11	43	AY122	7C-rep2	-1				NoAmplification
11	44	AY122	7C-rep3	-1				NoAmplification
11	45	AY122	8A-rep1	-1				NoAmplification
11	46	AY122	8A-rep2	-1				NoAmplification
11	47	AY122	8A-rep3	-1				NoAmplification
11	36	AY122	8C-rep1	-1				NoAmplification
11	37	AY122	8C-rep2	-1				NoAmplification
11	38	AY122	8C-rep3	-1				NoAmplification
20	36	AY123	7A-rep1	-1				NoAmplification
20	37	AY123	7A-rep2	-1				NoAmplification
20	38	AY123	7A-rep3	-1				NoAmplification
20	39	AY123	7B-rep1	-1				NoAmplification
20	40	AY123	7B-rep2	-1				NoAmplification
20	41	AY123	7B-rep3	-1	28.87	73.3	1.96	
20	42	AY123	7C-rep1	-1				NoAmplification
20	43	AY123	7C-rep2	-1				NoAmplification
20	44	AY123	7C-rep3	-1				NoAmplification
20	45	AY123	8A-rep1	-1				NoAmplification
20	46	AY123	8A-rep2	-1				NoAmplification
20	47	AY123	8A-rep3	-1				NoAmplification
20	36	AY123	8C-rep1	-1				NoAmplification
20	37	AY123	8C-rep2	-1				NoAmplification
20	38	AY123	8C-rep3	-1				NoAmplification
29	36	AY124	7A-rep1	-1	27.73	79.37	1.92	MultipleMeltPeaks
29	37	AY124	7A-rep2	-1	27.07	78.65	1.92	MultipleMeltPeaks
29	38	AY124	7A-rep3	-1	33.75	86.32	1.86	CtIsLarge
29	39	AY124	7B-rep1	-1	26.94	86.36	1.89	MultipleMeltPeaks
29	40	AY124	7B-rep2	-1	28.42	87.17	1.88	MultipleMeltPeaks
29	41	AY124	7B-rep3	-1	27.46	86.49	1.89	
29	42	AY124	7C-rep1	-1	33.15	85.9	1.84	CtIsLarge. MultipleMeltPeaks
29	43	AY124	7C-rep2	-1	29.75	86.03	1.91	CtIsLarge
29	44	AY124	7C-rep3	-1	29.4	85.49	1.9	MultipleMeltPeaks
29	45	AY124	8A-rep1	-1				CtIsLarge. CurveFitFailed
29	46	AY124	8A-rep2	-1				CurveFitFailed
29	47	AY124	8A-rep3	-1	29.39	78.9	1.93	MultipleMeltPeaks
29	36	AY124	8C-rep1	-1	33.98	86.12	1.89	CtIsLarge
29	37	AY124	8C-rep2	-1	28.45	79.11	1.93	MultipleMeltPeaks
29	38	AY124	8C-rep3	-1	28.85	78.47	1.94	MultipleMeltPeaks
38	36	AY125	7A-rep1	-1	25.37	78.67	1.96	
38	37	AY125	7A-rep2	-1	25.13	78.67	1.97	
38	38	AY125	7A-rep3	-1	25.52	78.6	1.95	
38	39	AY125	7B-rep1	-1	24.47	78.7	1.97	
38	40	AY125	7B-rep2	-1	25.17	78.72	1.97	
38	41	AY125	7B-rep3	-1	24.06	78.76	1.96	
38	42	AY125	7C-rep1	-1	25.52	78.66	1.96	
38	43	AY125	7C-rep2	-1	24.94	78.65	1.96	
38	44	AY125	7C-rep3	-1	25.31	78.65	1.95	
